cz,czname,pop2000,fips,statename,stateabbrv,le_agg_v1_F,le_raceadj_v1_F,le_agg_v2_F,le_raceadj_v2_F,le_agg_v3_F,le_raceadj_v3_F,le_agg_v4_F,le_raceadj_v4_F,le_agg_v5_F,le_raceadj_v5_F,le_agg_v6_F,le_raceadj_v6_F,le_agg_v7_F,le_raceadj_v7_F,le_agg_v8_F,le_raceadj_v8_F,le_agg_v9_F,le_raceadj_v9_F,le_agg_v10_F,le_raceadj_v10_F,le_agg_v11_F,le_raceadj_v11_F,le_agg_v12_F,le_raceadj_v12_F,le_agg_v13_F,le_raceadj_v13_F,le_agg_v14_F,le_raceadj_v14_F,le_agg_v15_F,le_raceadj_v15_F,le_agg_v16_F,le_raceadj_v16_F,le_agg_v17_F,le_raceadj_v17_F,le_agg_v18_F,le_raceadj_v18_F,le_agg_v19_F,le_raceadj_v19_F,le_agg_v20_F,le_raceadj_v20_F,le_agg_v1_M,le_raceadj_v1_M,le_agg_v2_M,le_raceadj_v2_M,le_agg_v3_M,le_raceadj_v3_M,le_agg_v4_M,le_raceadj_v4_M,le_agg_v5_M,le_raceadj_v5_M,le_agg_v6_M,le_raceadj_v6_M,le_agg_v7_M,le_raceadj_v7_M,le_agg_v8_M,le_raceadj_v8_M,le_agg_v9_M,le_raceadj_v9_M,le_agg_v10_M,le_raceadj_v10_M,le_agg_v11_M,le_raceadj_v11_M,le_agg_v12_M,le_raceadj_v12_M,le_agg_v13_M,le_raceadj_v13_M,le_agg_v14_M,le_raceadj_v14_M,le_agg_v15_M,le_raceadj_v15_M,le_agg_v16_M,le_raceadj_v16_M,le_agg_v17_M,le_raceadj_v17_M,le_agg_v18_M,le_raceadj_v18_M,le_agg_v19_M,le_raceadj_v19_M,le_agg_v20_M,le_raceadj_v20_M,sd_le_agg_v1_F,sd_le_raceadj_v1_F,sd_le_agg_v2_F,sd_le_raceadj_v2_F,sd_le_agg_v3_F,sd_le_raceadj_v3_F,sd_le_agg_v4_F,sd_le_raceadj_v4_F,sd_le_agg_v5_F,sd_le_raceadj_v5_F,sd_le_agg_v6_F,sd_le_raceadj_v6_F,sd_le_agg_v7_F,sd_le_raceadj_v7_F,sd_le_agg_v8_F,sd_le_raceadj_v8_F,sd_le_agg_v9_F,sd_le_raceadj_v9_F,sd_le_agg_v10_F,sd_le_raceadj_v10_F,sd_le_agg_v11_F,sd_le_raceadj_v11_F,sd_le_agg_v12_F,sd_le_raceadj_v12_F,sd_le_agg_v13_F,sd_le_raceadj_v13_F,sd_le_agg_v14_F,sd_le_raceadj_v14_F,sd_le_agg_v15_F,sd_le_raceadj_v15_F,sd_le_agg_v16_F,sd_le_raceadj_v16_F,sd_le_agg_v17_F,sd_le_raceadj_v17_F,sd_le_agg_v18_F,sd_le_raceadj_v18_F,sd_le_agg_v19_F,sd_le_raceadj_v19_F,sd_le_agg_v20_F,sd_le_raceadj_v20_F,sd_le_agg_v1_M,sd_le_raceadj_v1_M,sd_le_agg_v2_M,sd_le_raceadj_v2_M,sd_le_agg_v3_M,sd_le_raceadj_v3_M,sd_le_agg_v4_M,sd_le_raceadj_v4_M,sd_le_agg_v5_M,sd_le_raceadj_v5_M,sd_le_agg_v6_M,sd_le_raceadj_v6_M,sd_le_agg_v7_M,sd_le_raceadj_v7_M,sd_le_agg_v8_M,sd_le_raceadj_v8_M,sd_le_agg_v9_M,sd_le_raceadj_v9_M,sd_le_agg_v10_M,sd_le_raceadj_v10_M,sd_le_agg_v11_M,sd_le_raceadj_v11_M,sd_le_agg_v12_M,sd_le_raceadj_v12_M,sd_le_agg_v13_M,sd_le_raceadj_v13_M,sd_le_agg_v14_M,sd_le_raceadj_v14_M,sd_le_agg_v15_M,sd_le_raceadj_v15_M,sd_le_agg_v16_M,sd_le_raceadj_v16_M,sd_le_agg_v17_M,sd_le_raceadj_v17_M,sd_le_agg_v18_M,sd_le_raceadj_v18_M,sd_le_agg_v19_M,sd_le_raceadj_v19_M,sd_le_agg_v20_M,sd_le_raceadj_v20_M,count_v1_F,count_v2_F,count_v3_F,count_v4_F,count_v5_F,count_v6_F,count_v7_F,count_v8_F,count_v9_F,count_v10_F,count_v11_F,count_v12_F,count_v13_F,count_v14_F,count_v15_F,count_v16_F,count_v17_F,count_v18_F,count_v19_F,count_v20_F,count_v1_M,count_v2_M,count_v3_M,count_v4_M,count_v5_M,count_v6_M,count_v7_M,count_v8_M,count_v9_M,count_v10_M,count_v11_M,count_v12_M,count_v13_M,count_v14_M,count_v15_M,count_v16_M,count_v17_M,count_v18_M,count_v19_M,count_v20_M
19400,"New York City",1.18e+07,36,"New York","NY",84.52666,83.59828,85.45707,84.56033,84.91898,83.97376,84.98827,84.02442,85.21738,84.36472,84.93774,84.23204,85.20345,84.52774,85.191,84.57425,85.35427,84.7903,84.97822,84.41949,85.47342,84.94494,85.80048,85.30586,85.61028,85.20682,85.68745,85.31969,86.4127,86.07747,86.5526,86.23396,86.99808,86.69733,87.27564,87.00341,88.54482,88.35361,88.94353,88.80476,79.57301,78.64594,81.08624,80.19515,80.57666,79.73728,80.32635,79.49494,80.56342,79.84096,80.60451,79.99414,80.74356,80.1734,81.4344,80.931,81.48576,81.04874,81.62678,81.21867,81.99535,81.61836,82.36316,82.01352,82.61704,82.36151,83.19729,82.97502,82.92209,82.74644,84.20832,84.05293,84.40839,84.26835,85.18803,85.07687,86.31149,86.2591,87.48375,87.47212,.1323262,.2033716,.1521185,.2262387,.1735163,.2424718,.1893995,.2540498,.1987938,.2541835,.1953803,.2477817,.1960848,.2390494,.1960108,.2336532,.186783,.2149073,.1948669,.2232034,.2076858,.2310253,.2059843,.229919,.2116971,.23088,.2263184,.2403152,.2093236,.2284464,.2100741,.2316077,.2020451,.2196895,.2041766,.2228627,.1809994,.1959661,.1656803,.177989,.1341829,.1854336,.1435395,.1960547,.1601475,.1870915,.1695377,.2076916,.17527,.2129188,.1779234,.2055177,.1755435,.1961543,.1787918,.1918029,.1931351,.2065735,.1982411,.212741,.2029559,.2168138,.2023979,.2141229,.2102196,.2143047,.2123233,.2187014,.2159317,.2214417,.1976569,.2072767,.1960031,.2015431,.1879827,.1971253,.1750533,.1816439,.1477214,.1534689,1492820,1821480,1511591,1325789,1262199,1289141,1338056,1316210,1255869,1177829,1106058,1066627,1063563,1072132,1098558,1151116,1228145,1361812,1573672,2025577,1325532,1724619,1513161,1300434,1180190,1140317,1126482,1114268,1064360,1015647,980099,968012,967962,976563,1010321,1066922,1167948,1321784,1517700,2012753
19500,"Toms River",1126217,34,"New Jersey","NJ",80.30659,80.45477,80.59306,80.81693,82.14109,82.5813,82.26665,82.41208,83.16546,83.33955,81.89247,82.19745,82.73088,82.97122,82.98833,83.16769,84.33149,84.54103,84.20444,84.49162,84.87479,85.12473,85.1342,85.37263,85.09554,85.34445,85.63236,85.85407,86.20739,86.39897,85.56222,85.79456,86.19179,86.38588,86.62215,86.77156,87.44852,87.58519,88.51509,88.49979,74.02903,74.26711,75.8288,76.0676,76.87933,77.26373,76.53446,76.7153,77.67475,77.89606,78.00832,78.29774,78.57436,78.8381,79.17508,79.38956,78.93606,79.23788,79.80578,80.13681,80.98043,81.30112,81.67205,81.96729,82.40514,82.67328,82.44852,82.72129,82.95236,83.20973,82.88712,83.16996,84.22134,84.45793,84.18903,84.40862,85.75347,85.94838,86.9072,86.98923,.5271917,.511974,.5500513,.5332184,.6029778,.5765015,.5909065,.5716556,.6076205,.5866621,.61403,.597063,.5790274,.5609416,.58819,.5680811,.5540449,.5357864,.5745609,.5536088,.5180917,.4992632,.5304797,.5110375,.5705443,.5508652,.5533213,.5325371,.4936306,.4749097,.5315781,.5103137,.5050636,.4863019,.4874798,.4754073,.459456,.4460177,.460071,.4562158,.4472152,.4432752,.4672837,.4578277,.4928784,.4817192,.480161,.4717408,.511359,.5026755,.5008501,.4904709,.4906433,.4798907,.4790828,.4697315,.4986538,.4929398,.488321,.4806574,.5263646,.5124885,.5006093,.4893976,.505375,.4912079,.4922791,.479884,.4669079,.4526375,.4853934,.4762972,.4572793,.4441893,.4262381,.4148096,.4214758,.4068947,.4139954,.4026121,94159,92987,90916,94885,99781,106875,113729,117464,125368,132091,138579,147331,158239,171833,186970,207515,229380,263082,287198,273669,78857,82664,83832,84467,87032,91280,95159,102272,109442,119261,127510,137860,149218,162596,181121,203140,227377,258483,278657,262859
19600,"Newark",5822286,34,"New Jersey","NJ",82.81526,82.32967,83.55524,83.06308,84.12457,83.61406,83.81355,83.32138,84.04417,83.56225,84.16607,83.70678,84.78609,84.47619,84.88406,84.58,84.46126,84.108,85.32455,84.96327,85.01122,84.67503,84.49267,84.16168,85.05118,84.79142,86.11647,85.88761,85.93077,85.66313,86.58884,86.30421,86.84374,86.5474,87.60732,87.29497,88.91441,88.6273,89.08682,88.8229,76.85418,76.36746,78.15022,77.63287,78.96521,78.44787,79.57351,79.08669,79.58453,79.14029,80.11828,79.69061,80.00807,79.75085,80.56007,80.31287,80.86045,80.59068,81.54743,81.27995,81.69133,81.46511,81.49907,81.28813,82.08289,81.94962,82.91248,82.80711,83.18272,83.05306,83.66196,83.52965,84.04049,83.9074,84.87093,84.7437,86.16331,86.04581,87.21611,87.13499,.211734,.2413637,.2483489,.2779999,.266601,.2913758,.2834667,.2990663,.2752037,.2917199,.287285,.3027507,.2899135,.2963686,.2693995,.2747424,.2699847,.279116,.2671506,.280877,.260917,.2680838,.2827716,.2867922,.2705252,.2762279,.2554512,.2586762,.2694903,.2767873,.2549563,.2667409,.2413654,.2527278,.2276222,.2474163,.187788,.2095629,.201101,.2261382,.2084714,.225846,.2130489,.2273812,.2326245,.2404677,.2346526,.2423889,.2333948,.2399948,.245553,.2495468,.2350086,.2343438,.2423058,.2405824,.2500324,.2493472,.2609995,.259515,.2557656,.256312,.2568365,.2549454,.2467225,.2448931,.2529417,.2503645,.2333225,.2343872,.2421,.2444181,.2147005,.219713,.2059101,.2173096,.1887884,.1991457,.1776458,.1950077,549853,586598,561944,541865,536963,554576,579899,608666,629159,636514,629717,632793,652963,694053,752320,830584,931587,1098994,1348808,1518749,487780,537027,546803,541408,538513,537673,542729,554062,561216,565582,568761,577610,603353,647869,709413,797649,913801,1096263,1329456,1485675
19700,"Philadelphia",5602247,42,"Pennsylvania","PA",79.0748,79.69017,80.46397,80.97452,81.033,81.49124,81.51985,81.9499,82.2457,82.62959,83.12101,83.58718,82.88871,83.29556,83.61008,84.05456,83.71733,84.17686,84.1088,84.4995,84.44228,84.79616,85.13264,85.47684,84.67354,85.01164,85.36738,85.67536,85.75991,86.05196,86.45537,86.72539,87.05931,87.28558,87.89346,88.06094,88.09837,88.17909,88.66646,88.75201,73.26225,73.88518,74.80643,75.3205,75.39437,75.87302,76.35457,76.83488,77.18412,77.63797,77.46768,78.00744,78.45759,78.92253,78.85248,79.35796,79.81657,80.31257,80.30244,80.73811,80.68614,81.09405,81.60299,82.00705,82.23588,82.60175,82.18094,82.54241,82.61162,82.9688,84.08459,84.40727,84.32438,84.62721,85.00629,85.25985,86.25661,86.41356,86.59949,86.77239,.2224069,.2305695,.243166,.254969,.2674201,.2680323,.2662943,.2703805,.2535786,.2492188,.2555268,.2512783,.2646655,.2622944,.2565373,.2513673,.248379,.244007,.2545457,.2478039,.2604031,.253813,.263105,.2554738,.2593028,.2514986,.2764164,.2690754,.2632189,.2560025,.2598835,.2541252,.2539385,.2463554,.2459882,.2397427,.2581236,.2578372,.2549237,.2500138,.1793886,.1885074,.1963546,.2054148,.1986799,.2033118,.2062194,.2072014,.211497,.2132858,.2195546,.2174694,.2181107,.2196022,.2196871,.2208088,.2302769,.228303,.2351327,.2325576,.2286534,.2252023,.2387326,.2352874,.2362123,.2326092,.243111,.2394409,.2346115,.2310627,.2369457,.2308796,.2498987,.2425204,.2386449,.2357845,.2404831,.2341609,.2528143,.2491934,550673,523759,512722,541232,591306,639901,667546,675973,670732,666683,665498,679631,708135,736793,771759,812766,862457,921491,954963,958465,497845,500445,500009,512770,529352,550616,560671,573561,589305,600361,610488,628620,657389,690157,731675,780203,829848,885598,914101,913792
19800,"Wilmington",586216,10,"Delaware","DE",77.75502,79.0263,79.44702,80.53853,79.06665,79.84608,80.19026,80.43027,82.52393,83.24024,81.64578,82.18055,83.73114,84.15076,81.66783,82.21081,83.46059,84.05324,84.86608,85.40118,85.05463,85.53963,84.59061,85.11201,85.12625,85.61919,86.03917,86.48498,85.92141,86.25584,87.20428,87.4111,86.5247,86.69853,87.93683,87.9782,89.16991,89.22623,88.21252,88.04385,71.658,72.93451,74.47066,75.57614,74.09164,74.9301,75.37383,75.69214,75.51074,76.30854,78.4076,78.96557,78.34927,78.86487,78.64119,79.16255,78.6785,79.30701,80.07879,80.69722,80.47224,81.03943,80.95358,81.52222,81.89491,82.4336,82.7566,83.26235,83.21719,83.59586,83.22359,83.52344,85.07254,85.2904,85.41555,85.57076,85.81544,85.98543,86.56069,86.54273,.7110094,.6983258,.7567081,.7338529,.7553934,.7401356,.8112361,.7957131,.7856732,.7545668,.7417724,.7210716,.7495772,.7277111,.7072388,.6853672,.7954313,.764679,.7312123,.6949037,.7377938,.708973,.7316148,.6991362,.7602683,.7231659,.7479151,.7099221,.7540962,.7235399,.7523041,.7284804,.7844127,.7630078,.6790532,.6718746,.6263133,.6160551,.82902,.8386235,.5152028,.5213758,.6441093,.6424432,.6142371,.6131876,.652665,.6431091,.5788251,.580188,.6571803,.6459617,.6646663,.6564002,.636083,.6278479,.6644218,.6536548,.6764166,.6607042,.728507,.7131036,.6936662,.6726883,.6578303,.6369945,.7015144,.677588,.6750089,.6547956,.7004309,.6810626,.6147528,.5994949,.6586385,.6454201,.6541097,.6375625,.7609879,.754094,55851,49713,50059,53717,60170,66837,72954,75387,75920,75411,77469,78833,81854,85225,91015,97899,104814,110230,105960,82913,50365,46945,46643,48199,52679,57065,60412,63647,65764,68969,72266,75126,78702,83009,89803,96983,104372,107980,100532,76327
19901,"Dover",439269,10,"Delaware","DE",79.04182,79.92059,80.8503,81.57535,79.68688,80.29434,81.91314,82.46381,82.83696,83.35701,82.68172,83.27496,82.82099,83.37219,84.00916,84.51842,82.54149,83.07329,83.45778,83.99187,83.84357,84.36745,84.96434,85.40276,86.40559,86.70651,86.61814,86.89454,85.69133,86.07121,86.50045,86.91048,87.25175,87.59916,87.75382,88.02138,88.13275,88.2358,86.69177,86.88606,72.38317,73.3587,74.26789,75.16426,75.00862,75.73811,76.80268,77.49525,77.47607,78.09649,77.82278,78.49856,79.5525,80.14484,79.33479,79.91342,79.77846,80.33599,80.77411,81.32895,80.94401,81.48953,81.14027,81.63961,83.11036,83.48743,83.68921,84.02604,83.40049,83.81083,84.22888,84.67069,85.37166,85.74832,85.99297,86.30506,85.10236,85.33772,86.31403,86.5769,.6625753,.6436239,.7120762,.6917851,.7451852,.730911,.6939905,.674575,.7541192,.7304268,.7408393,.7129594,.7808198,.7599399,.7673582,.735813,.7785412,.7531085,.8563518,.8225847,.7935557,.7603533,.7797998,.7497043,.7341778,.708742,.8819951,.8516095,.8757731,.8393473,.8623741,.8183841,.8599763,.8142717,1.00805,.9665337,.913954,.8905511,1.376506,1.331698,.5338758,.5390199,.5524238,.5562782,.5516174,.551351,.5745898,.5684549,.5819092,.577745,.6129683,.6064208,.6434079,.6306356,.6586066,.6468547,.6785055,.670281,.6993505,.6855705,.7208427,.7030689,.707662,.6916764,.6939015,.6757945,.7724856,.7512224,.7866226,.759374,.8707954,.8386746,.856388,.822701,.9406539,.9035451,1.050758,1.018263,1.18679,1.147282,59127,62021,66334,71853,71007,69245,67443,65123,64641,64645,65382,66891,67013,65327,63414,60423,56523,50699,41563,35843,51986,55018,58895,64120,64062,62199,62280,62832,62108,61984,61879,62243,61226,59917,58118,54178,50429,44255,36041,32582
20001,"Bangor",289843,23,"Maine","ME",82.14653,82.52526,81.84372,82.2874,84.10952,84.46367,83.15275,83.55524,84.40671,84.77311,83.04071,83.45006,83.46789,83.85387,85.25134,85.57246,86.34048,86.60766,86.22331,86.53503,85.48139,85.8634,86.01273,86.3913,84.81436,85.2134,85.66367,86.01449,87.36852,87.68217,88.48189,88.75267,88.34824,88.55658,87.67569,87.94173,87.503,87.86021,87.2171,87.28029,74.26085,74.75727,77.84278,78.28304,76.6691,77.15692,77.62807,78.06603,78.0021,78.49021,79.10509,79.52171,79.60964,80.02516,81.42014,81.81056,82.1937,82.57272,81.73664,82.14356,83.9397,84.30737,83.71651,84.1035,84.72419,85.05928,84.01903,84.38908,84.03748,84.42308,86.84858,87.11645,85.90871,86.23515,87.72704,87.94808,88.18085,88.38602,83.62409,83.91433,.8212257,.7819837,.8352927,.7972643,.8431835,.8052338,.9112145,.8696265,.8569087,.814761,1.031542,.992286,1.011872,.9749632,.966849,.9243257,.9293058,.8919749,1.038466,.9891025,1.021299,.9720961,1.124775,1.065532,1.349025,1.298741,1.395639,1.340143,1.389891,1.321613,1.217368,1.150555,1.051571,.9979586,1.852643,1.777648,1.734731,1.638833,1.63742,1.597386,.6028504,.6047846,.7030126,.6878181,.6845143,.6768385,.6982087,.6922591,.7437618,.7341699,.7738115,.7579008,.8803517,.8655671,.8625133,.8426468,.8802,.8545326,.926624,.8952928,.9173758,.8822728,1.016442,.9758897,1.051265,1.0105,1.215531,1.172086,1.29344,1.255229,1.137092,1.085397,1.469294,1.407063,1.395449,1.332896,1.124945,1.067001,1.554449,1.517469,38747,41525,44102,47950,47623,46792,46595,46359,47062,47048,47074,45301,42859,39785,35858,31565,26915,22580,20101,19594,34738,39353,41974,44652,45421,46009,46783,47313,46980,46092,45102,43036,39575,36431,32302,28214,23551,20191,18459,17312
20100,"Portland",690459,23,"Maine","ME",81.29037,81.64711,82.11723,82.50414,83.20006,83.53754,83.22586,83.56788,84.42347,84.73257,84.42924,84.73696,84.97903,85.33098,84.86172,85.24201,85.55731,85.88698,85.37589,85.71268,85.31462,85.6939,87.45859,87.75344,87.12155,87.41654,87.38842,87.6488,86.72371,87.05336,87.16092,87.48286,87.799,88.07611,88.61116,88.82007,88.87897,89.16502,88.76466,89.00366,75.0238,75.43252,77.00183,77.42885,76.01104,76.44272,78.08187,78.50307,78.5377,78.94175,79.40677,79.81479,80.17551,80.59372,81.59682,82.0014,81.95983,82.36093,81.75326,82.16046,82.61566,83.02794,83.6617,84.03676,84.04278,84.39686,83.30727,83.69633,85.48318,85.79326,85.14764,85.48646,86.17834,86.46353,86.91068,87.13463,86.59728,86.9286,86.909,87.17392,.6174692,.590023,.6732354,.6451843,.6621925,.6385096,.6571387,.6301571,.6508352,.6254556,.6542086,.6321054,.7178305,.6886433,.693607,.6604822,.6929457,.6654394,.7190206,.6927379,.7242391,.6902796,.7131203,.6777916,.7121182,.6752095,.6650216,.6320782,.8533481,.8149322,.899066,.8563244,.9152922,.8719223,1.043858,.9992967,.8943934,.8373579,.9657639,.9170648,.4778245,.4783835,.5008047,.4981708,.4622033,.4621436,.4952402,.4905401,.5256497,.5232975,.5529748,.5440562,.5514374,.5429062,.5811738,.5628911,.6086248,.5922872,.6321532,.6186647,.6355752,.6216714,.614926,.5889851,.6883361,.6669751,.7566073,.7393281,.7167725,.686067,.7945448,.7648866,.8131502,.7779433,.7858739,.755066,.8914583,.8497654,.8772492,.8396097,80080,79621,86538,96203,104307,104736,103547,104201,107135,109344,110713,111495,109395,105553,99875,92190,80140,70381,65826,67355,73720,79061,84052,91026,96967,98401,102426,105842,106921,106952,107451,106130,102811,99614,92305,84083,72495,64583,62070,63107
20200,"Burlington",321496,50,"Vermont","VT",81.51572,81.87218,81.65012,82.05415,83.97775,84.37463,83.43648,83.89523,81.8975,82.39917,85.04826,85.22773,85.48289,85.78747,85.31641,85.62552,85.00018,85.32002,87.34662,87.53749,85.47237,85.79307,86.53629,86.85767,88.41838,88.6409,87.98053,88.21404,87.23348,87.51273,88.86098,89.06464,87.48135,87.7568,89.81544,89.93542,88.53927,88.7216,88.68511,88.90159,75.80471,76.271,76.17555,76.658,79.23267,79.64721,76.70165,77.22356,79.66787,80.11333,79.20328,79.51748,80.22964,80.6367,81.57574,81.96339,81.5356,81.89431,82.56172,82.89204,82.70868,83.0799,84.47525,84.79176,85.40842,85.7067,81.71298,82.14736,87.34774,87.55763,86.17724,86.491,86.79685,87.05138,86.18231,86.4463,85.9962,86.26965,85.61981,85.93687,.8663765,.827741,.9244896,.8862845,1.082513,1.029036,1.110999,1.062991,1.035096,.9953287,1.023959,.9925994,.9656612,.9231362,.9503042,.9049139,1.019892,.9752917,.8652405,.828299,1.065103,1.022898,1.065881,1.013144,1.000084,.9509167,1.059713,1.01018,1.127466,1.075255,.9322997,.880168,1.338328,1.277277,1.059591,1.022087,1.238986,1.187571,1.078346,1.022295,.7767912,.7603726,.7890494,.7796419,.8669201,.8425577,.7764112,.7794124,.8817906,.8591831,.8416165,.8259001,.8717994,.8517702,.9431111,.9213997,.8712033,.8474215,.9012746,.872954,.9917057,.9628959,.913446,.8795894,.9253113,.8869276,1.010037,.9918745,.788575,.7534887,1.096365,1.04778,.9726403,.9277608,1.100147,1.056906,1.234125,1.194641,1.310013,1.259155,31710,31299,32026,35521,38634,41156,42132,44015,45647,48608,49973,51490,52779,53483,51734,49882,46879,44008,41651,38159,30228,31891,32794,36232,40531,42443,43361,44973,46258,47639,48834,49939,51104,50903,49691,47843,43827,41767,39236,34596
20302,"Claremont",265884,50,"Vermont","VT",77.83738,78.23789,82.08131,82.39995,79.84525,80.29584,82.93839,83.3943,83.70482,84.14006,83.7076,84.1312,83.78085,84.21048,85.60413,85.89962,84.75675,85.15143,85.56908,85.93195,87.83707,88.11098,86.1834,86.52782,86.76022,87.08457,88.52966,88.75377,87.4959,87.73956,86.21167,86.50388,89.92139,90.04831,88.69629,88.98686,90.18564,90.35949,88.92559,89.16342,76.57578,76.93503,77.03941,77.43715,77.25123,77.68008,77.40169,77.91311,79.39887,79.85264,79.81956,80.23053,80.8699,81.25514,82.67931,83.02215,82.48908,82.8524,83.20188,83.5864,82.45356,82.87254,84.79696,85.1254,84.0703,84.42271,84.56686,84.91488,84.36746,84.69644,85.16385,85.44518,84.78975,85.10744,85.8045,86.15894,84.37999,84.79481,88.35682,88.56343,.9036134,.8834615,1.048966,1.007936,1.078529,1.054752,1.138128,1.09031,1.09686,1.044895,1.13397,1.089914,1.142562,1.096892,1.017118,.972222,1.155174,1.103086,1.032958,.9789026,.9630984,.9132221,1.065947,1.010455,1.133991,1.079894,1.031382,.9768926,1.218349,1.162574,1.441914,1.385251,.9444265,.8994475,1.469551,1.388051,1.011799,.9508374,1.129346,1.064108,.8279484,.8123233,.8305466,.8121099,.8227123,.8092452,.8530133,.8494769,.8384282,.8214422,.8366049,.8195906,.8373539,.8138005,.9416751,.9089626,.9118592,.8782753,.9666647,.9314189,1.003963,.9704759,.9342491,.8970681,1.02128,.9850823,1.046521,1.012557,1.129715,1.090964,1.211777,1.170909,1.350124,1.304006,1.451119,1.393682,1.521839,1.477723,1.09807,1.042974,28946,28907,29986,33573,36997,40189,41769,42281,42775,43677,44931,45680,45767,44069,40981,38539,34285,30119,28784,31691,27587,29801,30114,32977,37465,40892,42881,43272,42490,42464,43355,43330,42781,40841,38653,34396,30641,26927,26253,28127
20401,"Providence",1582997,44,"Rhode Island","RI",80.60384,80.45862,82.04529,82.00079,83.95188,84.00126,82.2142,82.40498,84.28085,84.44682,84.33246,84.5138,84.8401,85.06117,84.83968,85.11951,85.01794,85.23997,85.34666,85.58595,85.2396,85.55679,86.33094,86.61311,86.60242,86.83656,86.78255,87.01481,87.6076,87.83044,86.46794,86.75338,87.44402,87.69365,87.9666,88.18586,88.73246,88.91417,89.55901,89.58164,74.09425,74.06644,76.36462,76.37614,77.56187,77.66443,77.10783,77.29603,78.46683,78.71346,79.55014,79.78231,80.02763,80.31506,80.85236,81.17855,80.66091,80.94604,82.27081,82.54358,82.54967,82.87661,82.13961,82.51225,83.61317,83.89575,82.91017,83.23235,84.46301,84.75443,84.802,85.097,84.44105,84.75534,85.79467,86.05719,86.22803,86.47754,86.19861,86.34075,.4515292,.4399005,.5150998,.5009232,.4781477,.4649187,.4999552,.4829352,.4866293,.4681603,.4861977,.4701518,.4660727,.4462911,.4724315,.4545851,.4966602,.479833,.4928096,.476602,.4981295,.4764715,.458376,.4401171,.4668114,.4455948,.4825126,.4663626,.4660548,.4458347,.5148942,.4932412,.5466342,.5228934,.5231605,.5001687,.5238792,.5014964,.4862377,.4784831,.3384928,.3339509,.3780217,.3717198,.3799976,.376586,.3697302,.3642505,.4017701,.397115,.3877285,.3838053,.402669,.3958389,.4135873,.4040974,.417423,.4085425,.4324889,.4221247,.4171551,.4080453,.4559688,.4469278,.4364915,.4224936,.478172,.4685635,.4567495,.4427348,.4739278,.4595502,.4949341,.4817038,.4891908,.4724931,.5406958,.520086,.6356148,.6190746,155068,151998,162826,168694,174412,184407,191007,194161,194462,201400,210447,219033,222729,223611,226975,231378,232738,230435,209201,170728,136607,137278,144244,154496,165071,174306,179211,184981,191906,198261,202495,207371,212273,215035,221624,224173,226101,219361,197832,160624
20500,"Boston",4974945,25,"Massachusetts","MA",82.15731,81.80494,83.34796,83.08068,83.32817,83.12757,83.09089,83.10964,83.42786,83.4184,83.35658,83.48672,84.02407,84.18726,84.84219,84.95189,85.06963,85.22829,84.6265,84.83562,86.04257,86.18421,85.57489,85.73515,85.85024,85.99689,86.29462,86.42859,86.09873,86.26401,86.65092,86.81919,87.60994,87.74722,88.30158,88.41293,88.20127,88.32923,89.25177,89.32339,76.0826,75.86908,78.17163,77.99575,78.22364,78.1507,79.28551,79.38034,79.00652,79.10013,79.06956,79.286,79.94341,80.18273,80.96064,81.16126,81.37087,81.60983,81.32812,81.60907,81.80092,82.06799,82.28788,82.55249,82.6053,82.86089,83.3603,83.59568,83.83341,84.0837,84.22634,84.48316,84.61456,84.8597,85.58949,85.80357,86.52612,86.7375,87.668,87.8236,.2435978,.2410275,.3020891,.3021418,.3154446,.3122798,.3556089,.3496157,.3173994,.3117934,.3228239,.3150261,.3077385,.2996889,.2907445,.2843739,.2897935,.2834292,.2895348,.2848428,.2664624,.260834,.2784741,.2739146,.2814602,.2712695,.280681,.277021,.2829024,.2795604,.2870983,.2807596,.2715176,.2664522,.2403705,.2409345,.254026,.2497511,.2128267,.209888,.2183979,.2164883,.2463029,.2425151,.2622216,.2588857,.2645932,.2600971,.2500054,.246471,.2721829,.2710644,.265527,.2626652,.2557547,.2533827,.2642294,.2594671,.269997,.2667846,.2697984,.2642552,.2634749,.258833,.2690471,.2653618,.269214,.2634749,.2604267,.2573218,.2613158,.2575411,.2458802,.2405553,.2522331,.2497178,.243659,.2388747,.2126782,.2109478,434768,407247,388301,404544,435852,474503,510507,536676,555091,578842,598539,614028,630593,662312,710118,773958,850526,939295,1042509,1172770,404560,396458,376880,394068,425511,450752,472169,486514,505666,524597,541697,560715,586678,625767,682724,746535,818287,906771,1009237,1132193
