cz,czname,pop2000,stateabbrv,year,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
36100,"Salt Lake City",1426729,"UT",2009,82.40446,82.21243,84.46629,84.34749,88.56274,88.49313,87.93726,88.09091,77.27326,77.12059,81.40925,81.3457,87.75308,87.73893,86.29889,86.52238,1.354821,1.305173,1.658388,1.621858,1.144502,1.12454,2.100693,2.022168,1.16212,1.125721,1.353432,1.323716,.9468045,.9244949,1.729239,1.663142,36966,48490,62725,59352,37342,49932,63970,57663
36100,"Salt Lake City",1426729,"UT",2010,83.32725,83.1944,86.92547,86.76259,87.72242,87.70417,89.48813,89.59013,77.61764,77.53879,82.95623,82.89088,84.3308,84.41282,86.6869,86.90751,1.535083,1.488246,1.377065,1.355652,1.67092,1.633523,1.696306,1.629665,1.345131,1.311548,1.415865,1.384569,1.529251,1.489917,1.843242,1.76787,37937,49378,63440,58860,38507,50803,64962,56811
36100,"Salt Lake City",1426729,"UT",2011,83.17541,82.95458,85.75782,85.59519,90.72015,90.64023,88.4371,88.56182,75.73376,75.68868,81.94666,81.88599,86.2834,86.31747,85.97363,86.22143,1.327882,1.289237,1.472668,1.44586,.8030077,.7922562,1.780566,1.709705,1.213588,1.190677,1.480904,1.448285,1.334097,1.301109,1.903385,1.829719,38318,49364,63452,59415,39351,50425,64980,56946
36100,"Salt Lake City",1426729,"UT",2012,84.83693,84.61502,88.0033,87.78149,86.4762,86.46637,90.90584,90.9259,78.53077,78.35764,82.40423,82.33607,86.72195,86.72949,85.98356,86.22558,1.410138,1.371945,1.014624,1.009044,1.738787,1.696284,.9850649,.9490548,1.189082,1.156111,1.466866,1.436772,1.166468,1.138784,1.782561,1.716645,39175,50456,64085,59039,39753,51591,65655,56773
36100,"Salt Lake City",1426729,"UT",2013,84.18697,83.98341,86.59223,86.4135,86.80338,86.77844,90.88623,90.92067,78.21986,78.0552,82.55524,82.47144,84.9893,85.03803,88.56639,88.68855,1.482089,1.428812,1.42558,1.404953,1.584373,1.545649,1.094157,1.053105,1.276923,1.240415,1.452897,1.42451,1.469981,1.434369,1.316043,1.257501,39385,50860,64883,59211,40576,52344,66768,57077
36100,"Salt Lake City",1426729,"UT",2014,82.59184,82.35043,88.94772,88.73297,87.02888,86.94933,90.4996,90.53545,78.37323,78.15769,83.89829,83.74633,85.76855,85.78272,88.25217,88.37885,1.436353,1.39221,1.000695,.9975758,1.415128,1.387631,1.204306,1.1593,1.19065,1.15597,1.295058,1.272198,1.351148,1.319884,1.317104,1.259019,40476,49394,61806,58504,40585,51979,65182,56351
37000,"Modesto",729182,"CA",2001,81.19153,80.49076,87.54649,86.97895,83.37016,83.015,86.01153,85.86455,80.49349,79.65185,77.97203,77.36714,86.05649,85.73905,87.96507,87.85757,2.275313,2.225266,1.982665,2.029521,2.673204,2.633049,3.442142,3.38826,1.625313,1.627367,2.125796,2.071993,1.989022,1.995756,2.741071,2.714198,27733,23826,23177,16113,27734,25269,22742,15162
37000,"Modesto",729182,"CA",2002,83.98969,83.21155,81.54727,80.87458,79.09075,78.89186,89.70911,89.55234,78.3454,77.53519,79.27375,78.62007,82.79852,82.48005,87.01477,86.91427,2.017899,2.023638,2.396923,2.35525,2.852927,2.788441,2.627923,2.612744,1.646841,1.616113,2.055324,2.015292,2.405855,2.378764,2.802148,2.762991,28813,25066,24143,17107,28845,26497,23840,16147
37000,"Modesto",729182,"CA",2003,81.60733,80.80387,81.66624,81.0216,82.35001,82.0139,89.24722,89.05875,79.24996,78.36134,82.1664,81.50218,82.44463,82.15009,77.07783,77.09692,2.071802,2.037982,2.631299,2.576939,2.840716,2.783608,2.122896,2.115086,1.584973,1.566307,2.214359,2.209682,2.681555,2.655395,2.730244,2.7242,29549,25754,25057,18544,29152,27104,24660,17678
37000,"Modesto",729182,"CA",2004,84.23507,83.38938,81.08992,80.46705,81.27406,80.97124,86.10232,85.96124,81.13339,80.20364,81.67928,80.91383,84.4331,84.1003,79.94186,79.94627,1.759487,1.78428,2.700973,2.630103,2.950043,2.881678,3.390283,3.334567,1.40885,1.420201,1.895701,1.896387,2.325624,2.32024,3.264865,3.231131,29587,26552,25635,19489,28691,27964,25437,18628
37000,"Modesto",729182,"CA",2005,84.37165,83.53146,83.39571,82.69207,88.66797,88.29691,87.58559,87.40398,77.01962,76.14615,83.0998,82.35163,84.76054,84.36818,83.50199,83.40381,1.799085,1.816412,2.489348,2.466505,1.796303,1.819619,2.956111,2.919429,1.536,1.480194,1.948134,1.967367,2.027123,2.026587,3.097712,3.05375,29053,27097,26122,19762,28072,28468,26013,18789
37000,"Modesto",729182,"CA",2006,82.87207,82.01192,86.38371,85.74538,82.39911,82.09726,79.11619,79.14312,81.12733,80.11604,83.36433,82.6232,81.81737,81.42928,77.96563,77.96329,1.967425,1.955691,2.412807,2.445357,3.177593,3.119344,3.498958,3.467411,1.365609,1.380203,2.026746,2.049723,2.316264,2.288053,2.932723,2.922673,29330,27508,26155,20193,28617,29032,26338,19086
37000,"Modesto",729182,"CA",2007,81.38866,80.50777,85.24554,84.54652,82.85793,82.47902,83.09615,83.0555,78.83729,77.87789,81.96095,81.15081,87.57507,87.225,89.12115,88.98472,2.016111,1.985481,2.413924,2.431406,2.889666,2.833804,4.143933,4.086994,1.639996,1.609677,1.889802,1.886184,1.748552,1.773287,2.069335,2.054643,29483,27857,26120,20353,28377,29421,26297,19310
37000,"Modesto",729182,"CA",2008,85.20045,84.33673,84.26695,83.49436,85.83188,85.37211,91.25049,91.07359,80.97994,79.96282,78.91775,78.17689,85.51016,85.0993,85.17649,85.10916,1.879862,1.896965,2.375367,2.37061,2.353309,2.353629,1.633756,1.641266,1.48285,1.491269,2.158247,2.104636,2.059111,2.069011,3.471631,3.429423,30042,28417,26382,19731,29371,29803,26359,18682
37000,"Modesto",729182,"CA",2009,84.94709,83.90847,84.48771,83.68471,89.4687,89.08533,81.88451,81.84955,77.34138,76.33312,81.30571,80.47672,84.97935,84.63835,89.0415,88.9016,1.41318,1.448122,2.069302,2.082192,1.59898,1.639009,3.888479,3.835488,1.532142,1.484337,2.088168,2.064019,2.767458,2.753816,2.156872,2.135877,30540,28991,26738,19898,29499,30318,26490,18817
37000,"Modesto",729182,"CA",2010,84.76819,83.82355,87.92924,87.24584,83.34757,82.89076,92.62193,92.46362,77.07552,76.04246,79.88336,79.04704,85.76195,85.36681,88.93369,88.73471,1.792626,1.821061,2.026352,2.087263,2.816742,2.77383,.8273614,.8495525,1.551511,1.496547,2.10436,2.056248,2.313855,2.323252,1.723743,1.715267,30427,28727,26604,19936,29480,29836,26437,18658
37000,"Modesto",729182,"CA",2011,87.11725,86.24149,86.78951,85.95533,86.9341,86.45078,86.40765,86.20103,79.31258,78.21442,80.01722,79.15041,82.76361,82.28492,77.70114,77.66758,1.478337,1.539487,1.838378,1.902917,2.317914,2.321609,3.592566,3.539662,1.5793,1.559348,2.084187,2.032775,2.272784,2.247309,3.095836,3.093242,31137,28928,26152,19170,30409,29864,25780,17780
37000,"Modesto",729182,"CA",2012,81.43714,80.31478,83.25317,82.32677,85.71505,85.18297,90.25728,90.0034,79.09594,77.92928,85.59957,84.73271,85.63107,85.1169,79.49624,79.42461,1.803131,1.772847,2.307743,2.291348,2.43089,2.431647,1.801536,1.812327,1.545514,1.512608,1.497441,1.561744,1.936478,1.951824,3.252945,3.222342,30761,29613,26301,18616,29922,30540,25721,17131
37000,"Modesto",729182,"CA",2013,82.74091,81.61125,81.49635,80.63694,84.81026,84.25929,90.42796,90.17953,81.92354,80.66744,83.17395,82.15775,83.28542,82.71744,88.94141,88.73418,1.914184,1.899302,2.641634,2.574858,2.708685,2.680687,2.061746,2.073565,1.334503,1.356615,1.774318,1.80031,2.340398,2.329632,2.197184,2.186193,30918,29578,26011,17822,30226,30518,25097,16349
37000,"Modesto",729182,"CA",2014,86.00352,84.92509,83.55479,82.63247,82.63576,82.11924,88.12434,87.8745,79.12708,77.76421,80.60903,79.56672,87.73144,87.25356,83.45181,83.28015,1.643272,1.697496,2.609062,2.586287,2.891545,2.838905,3.385791,3.354628,1.452859,1.433074,2.04762,2.011583,2.003244,2.049844,3.375018,3.333299,29436,28075,25198,17866,28328,29240,24303,15853
37100,"Bakersfield",661645,"CA",2001,86.40274,85.71124,84.70213,83.76939,86.7401,86.22234,87.05527,86.84145,78.92278,78.11271,82.34998,81.40327,78.95576,78.54469,88.89783,88.75095,1.734013,1.755855,2.639819,2.68123,2.70763,2.739552,2.901097,2.881472,1.805418,1.779783,2.311877,2.348953,2.933954,2.878497,2.090127,2.092558,25030,18522,18396,15555,25975,19206,18709,15145
37100,"Bakersfield",661645,"CA",2002,82.42612,81.62476,87.0233,86.17139,84.56543,84.00762,88.6041,88.40441,79.13732,78.3403,78.29512,77.28329,81.25315,80.74835,83.19407,83.11781,2.008193,1.995512,2.173646,2.273784,3.404477,3.391251,3.199712,3.181668,1.823056,1.80208,2.231679,2.178907,2.666329,2.642545,3.836222,3.795981,26235,18946,19234,15710,26975,19873,19511,15288
37100,"Bakersfield",661645,"CA",2003,82.10571,81.29621,82.10257,81.05094,79.02507,78.51627,88.11886,87.90543,79.26554,78.31197,76.46451,75.62165,86.23595,85.78825,84.45427,84.33135,2.060845,2.038518,2.893653,2.863964,2.980454,2.8852,3.206558,3.190719,1.499614,1.497889,2.201494,2.108482,2.202564,2.249249,3.347774,3.309975,26996,19468,19627,17272,27165,20284,20294,16753
37100,"Bakersfield",661645,"CA",2004,83.25143,82.43967,83.09167,82.15841,81.48573,80.85784,85.52383,85.28988,78.56515,77.69865,81.20085,80.16672,82.47792,81.92018,87.80824,87.64629,2.011764,2.009428,3.330301,3.304685,3.02541,2.967072,3.444858,3.402112,1.701135,1.668615,2.25774,2.270132,2.281058,2.276226,2.348018,2.337414,27385,20359,19981,18218,27473,20959,20551,17711
37100,"Bakersfield",661645,"CA",2005,81.63123,80.83948,83.99689,82.86005,79.74359,79.19194,86.54713,86.31853,76.92053,75.93704,78.44657,77.44411,75.11549,74.72154,85.12703,84.98561,2.235432,2.182625,2.317479,2.347575,3.056235,2.969374,3.640785,3.610092,1.505862,1.479846,2.294069,2.228583,1.885931,1.836215,3.082583,3.051234,27741,20979,20340,18606,27652,21689,21031,18021
37100,"Bakersfield",661645,"CA",2006,85.43663,84.59049,84.26178,83.12961,84.62218,83.89021,86.34514,86.06721,76.30682,75.33729,76.88242,75.91656,82.61211,81.99458,86.2266,86.04521,1.902409,1.934425,2.542733,2.585804,2.795481,2.802737,3.179081,3.151939,1.532449,1.477288,2.191508,2.091717,2.341017,2.343743,2.817858,2.795943,28621,21493,20672,19075,28427,22217,21340,18324
37100,"Bakersfield",661645,"CA",2007,82.7859,81.85751,83.78606,82.66276,85.56819,84.82755,82.82037,82.56229,74.42616,73.62706,75.58266,74.69329,82.18082,81.57528,88.60419,88.41994,2.034019,2.00808,2.863627,2.861707,2.565818,2.606581,3.460669,3.400332,1.438383,1.378563,1.968651,1.867565,2.581448,2.56171,2.184731,2.181797,29103,22240,20835,19567,28661,23105,21487,18916
37100,"Bakersfield",661645,"CA",2008,82.2599,81.27622,87.69509,86.75646,86.08727,85.38329,86.15173,85.82731,77.47604,76.40112,78.71989,77.70971,79.03559,78.38895,87.83935,87.65472,1.985872,1.972569,2.188482,2.308803,2.8685,2.90106,2.930623,2.909716,1.559154,1.534834,2.35433,2.272222,2.320086,2.266764,2.410187,2.400335,29847,22691,21003,19911,29265,23418,22003,19265
37100,"Bakersfield",661645,"CA",2009,81.96828,80.91728,85.48546,84.26065,84.66897,83.87143,85.53954,85.18731,76.68113,75.59794,78.31639,77.14506,82.98567,82.31875,86.02554,85.78072,1.923196,1.901689,2.046499,2.124877,2.700829,2.70571,2.997305,2.969181,1.4507,1.41015,2.087644,2.013024,2.41412,2.420141,2.255061,2.238017,30394,23515,21257,20490,29860,24125,22164,19895
37100,"Bakersfield",661645,"CA",2010,84.96218,83.94204,83.14534,81.86949,87.8764,87.19492,86.41901,86.1305,76.47479,75.44109,84.08495,82.93166,85.40434,84.73682,82.89139,82.69278,1.662832,1.691009,2.546757,2.562649,2.200405,2.284787,3.565974,3.531549,1.590607,1.529451,2.064197,2.141683,1.960929,2.016223,3.044717,3.005255,29854,23593,21435,20609,29348,23934,22608,19979
37100,"Bakersfield",661645,"CA",2011,84.94817,83.95235,86.16463,84.98916,87.76978,87.0882,85.68244,85.41238,76.73712,75.64902,80.81648,79.54572,85.93966,85.24898,81.33403,81.16093,1.744005,1.766001,2.155517,2.257086,2.395527,2.468694,3.77436,3.732053,1.578254,1.524138,2.402206,2.365464,1.806962,1.869333,3.109681,3.063546,29990,23792,21244,20543,29451,24138,22206,19862
37100,"Bakersfield",661645,"CA",2012,78.79337,77.80871,81.28827,80.03138,87.7719,87.01591,87.03876,86.729,76.76766,75.58617,80.60328,79.30322,81.46098,80.73858,82.47307,82.21399,2.033143,1.957843,2.806837,2.733592,2.111018,2.199275,3.449417,3.430007,1.545439,1.496472,2.335681,2.306133,2.792668,2.755818,2.893898,2.855992,29956,24429,21635,20174,29358,24710,22394,19556
37100,"Bakersfield",661645,"CA",2013,83.31783,82.29665,85.94277,84.69107,86.55942,85.65395,91.50974,91.25916,76.05406,74.89319,83.27966,81.923,81.65015,80.80472,83.42333,83.17148,2.194635,2.185917,2.440009,2.531583,2.128387,2.206592,1.48606,1.529776,1.486042,1.416935,1.92693,1.993665,2.340603,2.324735,3.180328,3.141245,29964,24484,21945,20203,28832,24694,23179,19569
37100,"Bakersfield",661645,"CA",2014,86.80247,85.70464,83.12123,81.73336,87.71091,86.88947,82.78175,82.43446,77.71441,76.38977,83.43842,82.0699,86.28629,85.53352,88.65056,88.37831,1.347755,1.416218,2.855872,2.856867,2.210141,2.29748,3.495568,3.435125,1.651274,1.59348,2.174202,2.239383,2.007884,2.085781,2.076278,2.092597,28189,23456,21160,19995,26996,23715,22498,19413
37200,"Fresno",1419998,"CA",2001,83.66506,82.12341,82.32278,81.0817,79.22041,78.63631,88.30306,88.0913,78.17039,76.55357,81.97901,80.75338,81.62803,80.8989,83.05457,82.8445,1.665384,1.721779,2.183086,2.168894,2.399804,2.308405,3.157725,3.141409,1.195788,1.17733,1.797227,1.829188,2.126502,2.113174,2.642198,2.610448,55515,40069,36068,28700,63716,40505,33998,26842
37200,"Fresno",1419998,"CA",2002,84.19054,82.67381,86.09145,84.99063,87.30073,86.63734,86.06986,85.80417,78.49577,76.9162,79.92739,78.69449,83.63192,82.90988,85.04527,84.85704,1.577034,1.65092,1.876034,1.963768,2.073712,2.149288,2.794836,2.765175,1.245178,1.228424,1.821232,1.790363,1.886732,1.914247,2.7915,2.768715,57591,41917,37054,29075,65220,42067,34943,27040
37200,"Fresno",1419998,"CA",2003,84.38934,82.84095,79.39902,78.33737,86.68181,86.02413,87.47756,87.2543,80.01351,78.33965,81.52202,80.29301,85.76688,85.11079,85.33711,85.13345,1.406636,1.487483,2.034517,1.933427,2.517829,2.567669,2.950422,2.928125,1.071169,1.087432,1.791811,1.800855,1.568976,1.628238,2.429569,2.411169,59549,43116,37987,31088,66258,43181,35991,28828
37200,"Fresno",1419998,"CA",2004,82.11526,80.50388,86.31624,85.18188,87.30349,86.62888,90.60302,90.421,79.29917,77.62867,81.68673,80.41193,84.89641,84.228,86.79849,86.54623,1.60848,1.626173,1.684995,1.793729,2.103348,2.175817,2.286821,2.305728,1.135567,1.143298,1.674488,1.697133,1.954537,1.997209,1.69746,1.698496,59321,45223,39227,32942,64821,45691,37256,30609
37200,"Fresno",1419998,"CA",2005,83.39407,81.71848,82.76587,81.47072,86.96214,86.25662,86.71821,86.45498,80.82372,79.14803,78.14491,76.89944,85.27685,84.60857,82.44498,82.2458,1.420633,1.482979,2.103462,2.082292,2.267087,2.325922,2.932158,2.908127,1.128677,1.169708,1.636008,1.568302,1.89126,1.936465,2.614633,2.576193,58400,46573,39788,33763,63905,46783,38343,31305
37200,"Fresno",1419998,"CA",2006,83.11355,81.44376,82.13177,80.80768,84.06587,83.2597,84.09593,83.84196,78.56294,76.83215,80.78693,79.43074,86.16235,85.46236,88.7737,88.52034,1.565444,1.622647,2.032451,2.003927,2.458256,2.452789,2.960491,2.908512,1.136979,1.134234,1.699477,1.686999,1.515419,1.580973,1.2941,1.308124,59755,47113,40647,34057,64528,47778,38762,31679
37200,"Fresno",1419998,"CA",2007,86.60333,85.12817,85.3625,84.09454,89.16672,88.52528,87.35735,87.0511,81.71346,79.96124,81.93674,80.54871,84.68706,83.91254,82.15847,81.94386,1.169906,1.295446,1.804323,1.878235,1.314915,1.408802,2.37761,2.371594,1.029663,1.090772,1.574709,1.610295,1.850164,1.900422,2.509702,2.475091,59515,48523,40619,35072,64272,49258,38665,32613
37200,"Fresno",1419998,"CA",2008,83.03647,81.23926,84.82333,83.49812,83.80119,82.85073,83.40942,83.13807,80.69684,78.86363,82.75178,81.37389,85.52589,84.79442,88.28648,88.01263,1.439985,1.506741,1.943166,2.018102,2.044638,2.06269,3.045196,2.987678,1.059966,1.108226,1.576868,1.617759,1.911417,1.96714,1.403334,1.415172,60602,49163,41195,35117,65295,49716,38666,33075
37200,"Fresno",1419998,"CA",2009,83.13837,81.29049,82.11479,80.67907,89.61051,88.96011,88.22821,87.88085,81.03494,79.16486,82.22155,80.786,81.0081,80.15955,87.60059,87.30458,1.383451,1.436147,2.002829,1.969728,1.161015,1.257437,1.931665,1.951401,.9764869,1.019465,1.611145,1.639364,2.007809,1.971531,1.622306,1.626038,61024,50987,42063,36025,65690,51645,39542,33761
37200,"Fresno",1419998,"CA",2010,83.02126,81.15633,87.3279,86.07022,88.39821,87.63683,89.30363,89.0002,79.23972,77.38133,79.86336,78.39822,84.99117,84.12624,83.01489,82.68208,1.472124,1.513728,1.361492,1.503566,1.599496,1.704877,2.151338,2.175732,1.214692,1.194472,1.652274,1.608226,1.713662,1.771597,2.224239,2.194624,60995,51258,42224,35698,64945,51977,39972,33083
37200,"Fresno",1419998,"CA",2011,83.65215,81.76649,83.53577,82.05801,88.85526,88.10889,88.76763,88.40234,80.25439,78.26955,85.24313,83.87846,81.22668,80.33335,88.31591,87.99313,1.376307,1.461794,1.958943,1.982923,1.577402,1.686994,1.879022,1.904558,1.112512,1.143577,1.253929,1.363723,2.143155,2.103314,1.381151,1.400069,61557,51291,41992,35245,65544,51517,39774,32347
37200,"Fresno",1419998,"CA",2012,87.16211,85.53536,83.60966,82.06322,87.48542,86.60389,85.29511,84.92838,78.97978,76.95207,80.37954,78.73868,82.13008,81.11456,85.89041,85.55975,1.02909,1.176962,1.918481,1.944093,1.9433,2.038502,3.168831,3.129919,1.145909,1.150312,1.546027,1.527695,1.960651,1.96171,2.443245,2.439705,59978,53301,42631,33871,63423,53356,40109,31029
37200,"Fresno",1419998,"CA",2013,84.80164,82.82246,85.68687,84.18756,85.73967,84.70789,88.81052,88.44611,80.02394,77.90034,80.00843,78.40547,84.50666,83.51547,87.69728,87.36462,1.19037,1.312433,1.792912,1.907181,2.052837,2.111065,2.394447,2.423795,1.059378,1.08973,1.685323,1.643355,1.940123,1.989466,2.090599,2.112292,60034,52816,42172,33230,63398,52957,39636,30321
37200,"Fresno",1419998,"CA",2014,86.71664,84.97152,88.06252,86.77622,87.53497,86.56725,89.57689,89.19144,82.86658,80.84164,83.16151,81.51312,86.27938,85.33046,87.3103,86.96403,1.142832,1.304716,1.445051,1.604267,1.719458,1.825456,1.883278,1.925682,.917891,1.009116,1.559627,1.63558,1.52195,1.625705,2.344934,2.363799,57751,51414,41089,31642,60929,51246,38231,28372
37400,"Sacramento",2570609,"CA",2001,82.6679,81.79977,85.72044,85.21643,82.58434,82.2899,88.10824,87.8894,76.59441,75.99017,78.63654,78.36314,81.6751,81.55628,83.5646,83.60004,1.272417,1.295863,1.278421,1.307405,1.681676,1.64699,1.159262,1.171538,.9877409,.9654351,1.251431,1.226371,1.27808,1.256258,1.501973,1.47372,80467,88088,95821,100844,81338,81405,90952,96609
37400,"Sacramento",2570609,"CA",2002,80.32915,79.45361,82.62706,82.08067,87.2327,86.91386,86.91198,86.69595,77.97483,77.33186,78.92062,78.6015,79.75828,79.69792,84.56796,84.57754,1.299942,1.287862,1.379616,1.370103,1.151748,1.168336,1.527279,1.528105,.9445972,.9322375,1.087024,1.068196,1.352039,1.331209,1.3728,1.346836,84603,92453,99986,107753,84476,85610,95078,104124
37400,"Sacramento",2570609,"CA",2003,84.42859,83.58275,84.72878,84.18178,84.10604,83.75325,85.55102,85.33859,76.53369,75.89771,81.16362,80.81245,84.02416,83.87011,83.74507,83.77393,1.032378,1.076822,1.207598,1.223649,1.409652,1.398965,1.743863,1.725054,.8582596,.8365912,1.120027,1.107795,1.156469,1.141141,1.399512,1.372375,86469,95501,103568,114167,85939,87516,98598,110340
37400,"Sacramento",2570609,"CA",2004,81.40147,80.4599,84.38087,83.80489,82.47652,82.14468,87.3856,87.14429,77.59612,76.93633,81.2119,80.87898,83.73846,83.59244,83.43655,83.47459,1.18874,1.19785,1.131819,1.142952,1.59571,1.566189,1.270756,1.279391,.8980055,.8801072,1.182305,1.166449,1.198435,1.180285,1.437755,1.409436,87639,98556,107239,118620,87283,90545,101633,114472
37400,"Sacramento",2570609,"CA",2005,82.04549,81.07108,84.86337,84.304,85.83035,85.44405,87.02449,86.77451,79.80402,79.09865,81.29191,80.93127,82.14831,82.01772,85.91978,85.88343,1.105494,1.126816,1.27682,1.290237,1.116973,1.130386,1.451848,1.456214,.8965845,.891348,1.052667,1.039398,1.231187,1.208161,1.077603,1.056366,88248,100609,110077,120122,87423,92786,104454,115670
37400,"Sacramento",2570609,"CA",2006,82.39978,81.43211,85.75743,85.20627,86.08402,85.71036,86.76756,86.50153,78.76527,78.03848,80.6765,80.33117,82.51019,82.38396,85.60538,85.58946,1.125,1.142218,1.17758,1.199433,1.28468,1.293794,1.457543,1.464332,.8832998,.8766498,1.10007,1.081586,1.189594,1.172591,1.160183,1.137184,89900,102033,110863,122064,89428,94449,105073,117425
37400,"Sacramento",2570609,"CA",2007,82.59165,81.6306,86.68641,86.14141,84.52092,84.14518,90.61469,90.42239,77.36807,76.69413,80.4298,80.08794,83.18746,83.05727,83.01151,83.06792,1.161904,1.179592,1.01943,1.058215,1.435887,1.425408,.7744916,.7992861,.9060535,.8862054,1.132127,1.111085,1.206542,1.188231,1.359168,1.328085,90514,103688,111788,122665,90082,95719,105812,117910
37400,"Sacramento",2570609,"CA",2008,81.62932,80.63409,82.21139,81.62013,86.0085,85.62437,88.50683,88.26336,77.7724,77.06203,80.23341,79.87279,83.37178,83.25731,83.19298,83.25171,1.189665,1.19557,1.285053,1.269934,1.257492,1.266165,1.30778,1.327864,.8713107,.8552709,1.082048,1.059546,1.228735,1.209252,1.435737,1.403832,92284,105235,112902,123166,92094,96893,106124,117969
37400,"Sacramento",2570609,"CA",2009,83.96564,82.98734,85.92249,85.33217,85.3465,84.96078,89.44759,89.21832,78.49563,77.74979,79.66708,79.32266,84.75053,84.6012,86.65412,86.62364,.9589196,1.008,1.014206,1.047341,1.36251,1.364405,1.091593,1.120217,.8383784,.8327086,1.085459,1.067446,1.112523,1.092109,.9981056,.9718654,95082,106361,114402,126662,94906,97809,107184,120753
37400,"Sacramento",2570609,"CA",2010,83.38441,82.38207,85.50783,84.91761,87.6512,87.29736,87.86801,87.60165,79.23768,78.478,80.41122,80.04025,84.73875,84.56608,85.78268,85.78276,1.005475,1.039504,1.202764,1.223995,1.199933,1.219686,1.344903,1.360403,.8397065,.8361689,1.093544,1.071114,1.026253,1.013964,1.237957,1.205237,94775,106490,114459,126201,95470,97462,105991,119532
37400,"Sacramento",2570609,"CA",2011,84.03415,83.04176,85.61411,85.00944,87.59242,87.2067,89.73254,89.49273,79.30067,78.52968,82.38242,81.96621,84.83676,84.66957,87.76288,87.71664,.9523481,.9960494,1.126086,1.155341,.9946537,1.017653,.9580891,.9854595,.8489822,.8468552,1.030181,1.019289,1.1162,1.096071,1.031559,1.009766,96631,106756,113329,123671,97345,96857,105628,115921
37400,"Sacramento",2570609,"CA",2012,84.60133,83.60037,83.30715,82.65558,86.64301,86.24065,89.53477,89.28624,78.50375,77.69831,82.10339,81.69314,83.61477,83.46204,84.46631,84.49469,.8925139,.9502149,1.28396,1.278221,1.24103,1.255233,1.128933,1.159573,.7988361,.7863911,1.017504,1.014682,1.225607,1.20709,1.451989,1.422718,97935,107605,113634,120984,98555,97879,104637,113433
37400,"Sacramento",2570609,"CA",2013,82.72572,81.65836,85.88076,85.25036,88.84449,88.47385,89.01652,88.74307,79.25153,78.42159,84.53722,84.12483,83.17672,83.02312,86.86963,86.85693,1.005933,1.03602,1.131292,1.171254,.8705456,.9068063,1.047104,1.072601,.8034916,.8028415,.9414598,.9425414,1.254499,1.23664,1.232364,1.208767,98899,107111,113304,119111,99641,97763,104171,111026
37400,"Sacramento",2570609,"CA",2014,85.81941,84.85456,86.21129,85.58834,88.90084,88.54826,89.4614,89.20334,80.96571,80.12301,82.46761,82.01683,84.33944,84.15307,85.6064,85.63126,.7942657,.8532026,1.199976,1.234443,1.025245,1.051122,1.110851,1.142749,.7960596,.7963132,1.066891,1.05672,1.132223,1.112714,1.453065,1.417932,94513,100912,109022,114949,93996,93205,99601,106040
37500,"San Jose",2393183,"CA",2001,85.56242,83.92484,83.75037,82.3439,87.98264,86.93597,87.01205,85.82533,80.63622,79.0864,82.22185,81.22874,84.03983,83.27801,83.8876,83.3729,1.604946,1.743656,1.771871,1.8193,1.222782,1.363455,1.298589,1.43202,1.105331,1.124792,1.603686,1.622466,1.456039,1.480519,1.366389,1.380347,60252,64814,71812,136264,66912,63302,69139,145030
37500,"San Jose",2393183,"CA",2002,86.60246,85.04482,82.07751,80.69599,84.81443,83.50533,89.79613,88.94987,78.63288,77.08431,83.13998,82.08687,83.67069,82.89714,85.96678,85.45467,1.245434,1.404114,2.017553,1.97742,1.698204,1.773071,.8621514,1.00014,1.200959,1.186543,1.318568,1.360672,1.437076,1.456077,1.06717,1.107984,57901,63815,70878,142925,64003,62978,68705,153060
37500,"San Jose",2393183,"CA",2003,85.3799,83.68359,85.21562,83.91062,84.82957,83.53529,88.34693,87.29336,81.80879,80.30721,81.01871,79.98007,84.04581,83.28922,83.99712,83.51802,1.387964,1.521591,1.79686,1.859022,1.716341,1.770112,1.170885,1.316273,1.07906,1.120846,1.430081,1.423085,1.416689,1.438697,1.275208,1.287307,59920,64877,73162,142958,65380,64640,70469,153328
37500,"San Jose",2393183,"CA",2004,85.30518,83.55936,85.53033,84.20124,85.5036,84.23593,87.95528,86.83206,81.65532,80.17542,79.0242,78.04127,84.78976,84.08115,85.07212,84.58535,1.300105,1.432125,1.714891,1.824821,1.825153,1.909455,1.392126,1.520768,1.083173,1.122336,1.426127,1.38435,1.399364,1.424568,1.218565,1.247122,64209,66293,73506,136973,69878,66822,71088,145237
