cz,czname,pop2000,fips,statename,stateabbrv,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,tuition,gradrate_r,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20
3001,"Kosciusko",41270,28,"Mississippi","MS",.1973684,.202381,.2333333,.0909091,.4840183,.373494,.3,.4242424,.53947371,.71764708,.63333333,.66666669,21.80686,10330.926,1.857303,.1980951,.1071049,.139562,-.7348404,85.001615,84.835673,61.113357,74.996088,54.51929,87.707052,.0273335,.0344136,.0212865,.135331,.35544,.3185766,.18373,.32544,-.8561524,42.34311,59.79162,1.148534,.0972704,-.0365355,.1142816,.5068514,.2306643,.4857989,.0127453356,.0174460867,27.67706,.36452,24121.31,63372.44661,4.3364673,19.802832,-13.49223,-.0251,11.39056,1219.97,-.0224092,37.34725,.3942646,.0059365,1747.686,.0162608,0
3002,"Yazoo City",39355,28,"Mississippi","MS",.2150538,.1304348,.2857143,.0714286,.3777778,.4130435,.3571429,.3333333,.54838711,.65217394,.71428573,.75,20.48193,11858.535,1.756274,.1730798,.1121066,.1504793,-1.169306,82.698028,81.620561,58.870745,72.563087,52.007513,83.853468,.0253652,.0210178,.037838,.1382499,.43003,.3376934,.1747,.29639,-.35076334,44.64744,58.51608,3.559903,.0794697,-.0466328,.0271375,.5030236,.1986592,3.080768,.0110786431,.0169991107,29.42273,.4174393,22600.17,70892.43802,4.6642355,20.139729,-23.0493,.0411214,11.74305,,,34.79875,.4012987,.0100114,1808.874,.0160366,0
3003,"Jackson",546560,28,"Mississippi","MS",.2652563,.2109602,.1710775,.1302262,.3329114,.2528909,.2512077,.2203509,.55687833,.70609885,.76907218,.82344431,19.25083,10628.479,1.066185,.1739092,.1113509,.1292488,-.64035,81.662961,81.523174,63.560372,74.020578,63.095068,86.279116,.1001121,.0920457,.1104831,.2884704,.42514,.1746699,.17981,.42467,-.53825894,53.05657,44.45331,1.278908,.0445125,.2003655,.2894072,.6292858,.1123032,1.407877,.014536373,.0134459163,111.1361,.2670123,33322.4,109557.2996,4.6183054,19.186738,-15.25659,.0049753,24.73448,2959.44,-.0196014,36.3725,.3029724,.0092762,1604.134,.0163019,0
3101,"McComb",103602,28,"Mississippi","MS",.2902622,.2118959,.1904762,.1391304,.3909627,.4030418,.3168317,.2946429,.55909944,.63940519,.72815531,.76521736,21.85166,10734.824,2.056052,.1775608,.1189179,.1501803,-1.21187,85.965883,82.021218,60.349279,70.948558,54.387669,107.04617,.012882,.0095707,.012046,.0830179,.38591,.263202,.11866,.38559,-.6237429,60.12818,44.30706,.7731511,.061192,.0461467,.1220932,.5237243,.183986,.6669017,.012239146,.0113511322,37.51851,.3413475,25123.34,76124.29559,4.3975878,17.767056,-16.04144,.0105936,11.28999,970,-.0613137,39.6185,.3082144,.0069883,1568.728,.0124915,0
3102,"Brookhaven",46424,28,"Mississippi","MS",.2285714,.1630435,.2439024,.1041667,.3897059,.3333333,.2,.2,.55871886,.74193549,.68292683,.8125,19.92561,10905.551,1.346069,.1760778,.1185792,.1296745,-.672915,84.613706,83.376243,60.879749,74.399736,60.143335,89.174724,.0144857,.0175644,.0084016,.0979419,.35601,.1929487,.21251,.46301,-.01731992,71.88308,30.24298,.6849905,.0600548,.0874168,.2326428,.5515882,.1429289,.5985016,.0157461658,.0157030846,45.67793,.320501,27070.6,82731.27015,4.3379852,18.265685,-8.088287,.0163602,12.28577,,,40.47925,.2404101,.0059021,1806.206,.017662,0
3201,"Jena",25202,22,"Louisiana","LA",.1875,.32,.1818182,.2222222,.3333333,.32,.6,.3,.375,.53846157,.58333331,.80000001,22.74766,13634.871,-.3455026,.1934539,.07365,.1055656,-2.552198,71.511962,76.861632,59.00504,70.320807,60.649302,185.24994,.0072198,.0064699,.0079935,.1446667,.33045,.2287128,.05903,.50294,.24426404,69.8397,18.54615,.8650107,.0716278,-.1395992,-.0931299,.4952319,.0819072,.4601287,.0108324736,.0146813745,18.98491,.3690449,24857.21,68440.00374,4.5082671,16.446947,1.447224,.01393,10.42006,,,48.58875,.1908976,.0129355,2133.66,.0158061,4
3202,"Natchez",69653,28,"Mississippi","MS",.2834395,.1948052,.2318841,.1,.3934426,.3443709,.2753623,.2714286,.54603177,.70129871,.73913044,.80000001,22.79599,11671.852,1.971534,.1869773,.1105113,.1482458,-1.418064,79.389357,79.050657,61.710804,68.55554,60.07123,107.97422,.0395193,.0441472,.0300728,.1936227,.42849,.275439,.12508,.3954,-.37255382,52.98695,46.35694,1.006418,.0751855,-.10413,-.0729979,.5190854,.1109054,1.189332,.0072789399,.0109686589,29.98085,.4176146,27487.76,74995.16937,4.6449846,18.569318,-19.3323,.0122126,14.09805,954.798,.2608723,38.7735,.3500577,.0147014,1536.294,.013751,0
3203,"Vicksburg",84943,28,"Mississippi","MS",.2927631,.2556054,.1428571,.1741935,.3864407,.3133641,.3235294,.2960526,.48026314,.64573991,.69523811,.82580644,20.38659,13013.198,2.413641,.1895613,.109722,.1606933,-1.260482,85.167614,77.673642,61.34539,70.457117,58.030922,103.8393,.0654824,.0653502,.0715034,.2386226,.41434,.2510775,.13243,.39128,-.66236659,45.96376,56.34955,1.13017,.0630418,-.0462487,.0407957,.5663454,.1485859,.8993622,.0078523245,.0126555455,38.31695,.3788905,27080.14,90427.98491,4.4916357,18.326548,-18.28028,.0301356,17.78196,2402.12,.0372235,35.33125,.3711506,.0130794,1873.777,.0182667,0
3300,"New Orleans",1381652,22,"Louisiana","LA",.2704617,.231189,.1966527,.1432361,.3176856,.2610881,.2396088,.2036446,.56680733,.71234149,.79365081,.82736456,21.29242,11663.387,.2704847,.1644756,.1000365,.1220342,-.6367599,73.354985,80.13281,65.839041,77.730926,64.463828,80.514615,.1043814,.0971067,.1068187,.3544913,.44709,.1857542,.13588,.42313,-.9883344,52.91673,37.08242,4.261493,.0502239,.0249591,.0809645,.608252,.0831045,4.656327,.0109969804,.0147598672,339.5505,.2474441,34076.82,133024.3838,5.09836,17.642578,-10.71364,.0528354,22.2103,9042.8,-.0615229,38.17975,.3118386,.0143502,2299.473,.0306394,4
3400,"Houma",271365,22,"Louisiana","LA",.2907801,.2629758,.2347826,.1673913,.3664922,.3166667,.2708804,.2483221,.5156408,.67318755,.76956522,.7796976,21.88115,10396.068,1.778623,.1611331,.1135474,.1587383,-.2577031,82.635424,84.928289,59.921984,83.347478,63.178923,89.443336,.0398886,.0336039,.0428579,.1769474,.34877,.1937811,.13738,.52607,-1.2465638,73.6543,19.91856,1.603376,.0483667,.0309711,.0734804,.5685176,.1134295,1.518727,.0086746633,.01176644,82.45453,.4143516,28093.63,104789.3106,4.0855281,16.963518,-11.85681,.0380893,11.3391,1743.52,.0082327,43.974,.2144372,.0115453,2349.9,.0258443,4
3500,"Baton Rouge",806561,22,"Louisiana","LA",.2742286,.2270076,.190434,.1346722,.2978241,.2501171,.2366972,.203163,.59244078,.71206409,.76930147,.85030305,18.58733,11543.23,.9441766,.1682598,.1094108,.1314557,-.1716975,80.163289,81.491837,66.831556,79.148288,65.069979,72.754926,.0836604,.0844526,.0805777,.2916667,.40043,.1783402,.11425,.44281,-1.167688,51.2549,33.26568,1.626411,.0533087,.2000949,.3284879,.6184307,.115866,2.390113,.0127256339,.0117399676,167.3301,.2582343,31578.73,127021.1704,4.7925516,17.13403,-11.0328,.0407283,22.1727,2442.33,.0299477,39.2945,.2657032,.0149053,1821.126,.024,4
3600,"Alexandria",186516,22,"Louisiana","LA",.2988095,.2250373,.1938775,.1610942,.3283208,.2721618,.3021583,.2225705,.54441625,.69426751,.76156586,.81308413,19.9773,11850.014,.8531888,.1711676,.108069,.1277097,-.5941103,78.800096,81.917735,64.51752,78.311614,61.812587,90.146494,.0566732,.0576535,.0526595,.2631163,.40815,.2179813,.1378,.44906,-.96950269,61.07894,28.24583,1.263162,.0590903,-.0354849,.0450759,.5476645,.0719141,1.218255,.0113287868,.0118971027,66.61066,.3427557,28236.33,90820.72701,4.5870906,16.913854,-6.212617,.0416888,14.00466,3525.29,-.0569331,40.067,.2807912,.0141865,1721.703,.0213632,4
3700,"Lake Charles",335960,22,"Louisiana","LA",.3032787,.2641674,.2372881,.1768489,.3366951,.270027,.2465483,.2479201,.54601699,.68010753,.76099426,.79383117,19.13237,11470.972,-.2155452,.1504906,.1042143,.113615,-.602793,83.495964,82.159083,61.763494,80.829113,62.974644,110.53496,.0468194,.0437184,.0513032,.2385457,.33998,.1614602,.10245,.51652,-1.3119923,59.9753,20.51256,2.296404,.0558267,.0723816,.1180633,.5899059,.1246714,1.643794,.0176211454,.0233450411,53.4169,.3692566,29461.71,98259.94471,4.8538678,16.288165,-1.394466,.0138095,14.56588,2437.92,-.004584,42.56025,.2246103,.008885,1823.278,.0259678,4
3800,"Lafayette",548154,22,"Louisiana","LA",.2887506,.2556929,.1957672,.1831299,.3184748,.2552471,.2188366,.1873589,.5559662,.70430106,.79752064,.81390136,20.31502,11390.25,1.228947,.1834219,.1125549,.1260989,-.8582886,80.446264,78.34809,57.807025,79.856331,62.269121,89.294199,.0591666,.0579558,.0583646,.1936142,.40313,.2208934,.14406,.47039,-.99702945,80.04648,27.01777,1.325905,.0503011,.1507645,.2207636,.5797,.0816702,1.599535,.0097600309,.0096560456,109.4818,.3386912,28711.97,104074.4933,4.3349224,17.032985,-6.928369,.0307528,15.4982,1822.24,-.0343442,43.189,.2583098,.0110808,2106.448,.0196679,4
3901,"Monroe",253878,22,"Louisiana","LA",.2802875,.2543353,.1939394,.120603,.3376483,.2756508,.2475884,.2506527,.52546048,.63582093,.75873017,.80154639,23.01166,12854.441,1.070786,.1695047,.1051769,.1383054,-.8830879,84.499768,80.116225,60.92481,78.127983,60.039874,109.57195,.0701661,.06566,.0745963,.3196903,.41438,.2249891,.15644,.41372,-.45927952,58.30163,33.67011,1.17458,.0587872,.0062545,.1783728,.5863801,.1213342,.8550624,.010887119,.014818141,63.56705,.3413704,29496.26,92426.24191,4.6234394,17.005806,-6.315345,.0459605,17.65579,1720.14,-.0549814,37.8895,.3068341,.0118206,1532.129,.0188054,4
3902,"Lake Providence",21735,22,"Louisiana","LA",,,,,,,,,,,,,23.50842,13306.812,.4238659,.1576475,.1042664,.1279841,-1.945068,90.079878,82.092856,56.412116,82.566365,57.67804,234.71105,.0242997,.0234079,.025411,.266238,.3714,.3057989,.08917,.34833,-.42575514,60.77755,39.62273,1.279043,.1066181,-.1198267,.0255741,.4774151,.0956534,.5523853,.0080515298,.0132965263,27.83546,.393187,21037.14,57366.32761,4.3997719,16.153876,-5.451291,.0547513,10.71366,,,40.5265,.3165829,.015735,1945.51,.0265442,4
4001,"Magnolia",34162,5,"Arkansas","AR",.25,.1707317,.0952381,.1071429,.3953488,.2439024,.4285714,.3076923,.60000002,.80487806,.71428573,.8214286,19.91915,10017.268,2.399176,.2243114,.1209378,.1241589,-.8341919,84.578891,81.585094,60.708021,72.301295,59.708266,87.097873,.0223452,.0180394,.0271912,.0712852,.37093,.2166012,.0752,.46933,-.50375299,61.78502,36.03712,1.045021,.0495536,-.0731204,.0608454,.5572163,.2520056,.8909543,.0096013114,.0162168491,26.42868,.4630665,29000.7,66969.59503,4.7588844,16.572994,-11.37053,-.0004032,14.97105,2304,-.0198412,38.56225,.2772831,.012792,1256.467,.0109379,1
4002,"Shreveport",499101,22,"Louisiana","LA",.283323,.2549277,.202473,.1586121,.3063472,.2736625,.2439418,.2112676,.56894332,.70415813,.80732483,.82824427,20.73965,11819.731,-.8140969,.164437,.0832948,.103871,-.8684288,80.985207,80.189487,64.379608,75.032862,59.263646,95.255846,.0832982,.0747759,.0887965,.236987,.40826,.206827,.12701,.44558,-.75341219,54.57913,38.12555,1.708472,.0575581,.0265027,.0592123,.5958785,.1230207,1.505413,.0115607863,.0125826236,77.93954,.3119053,31564.53,97648.97555,4.6550033,17.401838,-12.55536,.0485703,17.9401,2514.35,-.1059486,38.13575,.3268263,.0124885,1944.916,.0229833,4
4003,"Ruston",74800,22,"Louisiana","LA",.2644231,.1511628,.1111111,.106383,.3718593,.2891566,.2696629,.2045455,.6047619,.71264368,.80000001,.78723407,21.68172,12545.567,.6350605,.1791174,.0876641,.1336997,-.9974475,78.703653,82.777407,64.096315,75.581756,63.389499,126.86874,.0400257,.0399596,.0381592,.2065351,.39607,.2386843,.11456,.4662,-.93554928,56.75401,35.45989,.9799466,.061076,.0062284,.1598979,.553506,.1394959,1.417299,.0156684492,.0206016043,37.55744,.4635242,24714.89,87053.85795,4.6390685,15.482385,-4.971119,.0197922,22.85041,2677.3,.0345507,40.35225,.2866296,.0115642,1398.201,.0171584,4
4004,"Many",23459,22,"Louisiana","LA",.2459016,.2542373,.1363636,.25,.4137931,.3965517,.2727273,.2083333,.59016395,.58333331,.90909094,.875,23.35233,12540.75,.6890413,.1952695,.0928633,.118605,-1.861584,80.2017,74.54955,57.657658,71.171171,62.244898,137.51,.0179364,.0216717,.0085714,.1600518,.34114,.2150397,.0971,.50916,-1.5564642,70.88964,16.76968,2.73669,.0592473,-.0720332,.1259612,.5068581,.1269365,.8833844,.015900081,.0139818407,27.11193,.3058428,30067.25,81846.2,4.4580201,15.959459,-9.206351,.0268245,11.1,520,,46.5605,.2362319,.0077582,1852.557,.0185847,4
4101,"Crossett",24209,5,"Arkansas","AR",.3255814,.2608696,.1666667,.3529412,.4186046,.5,.3333333,.5294118,.51162791,.65217394,.66666669,.7647059,19.87474,10278.82,3.414701,.2345109,.1275685,.1418679,-.69151,87.698333,83.181818,66.818182,70.454545,54.362416,87.09,.0112534,.0087818,.0149072,.0538631,.36567,.1748547,.0741,.49639,-.18329435,79.90004,26.8743,3.205419,.07154,-.0877609,.0441799,.5609097,.2748425,2.290974,.010326738,.0169771573,26.28134,.5015038,30092.7,74248.1,4.6432532,17.430109,-11.5926,.0085609,10.1,,,38.56775,.2245789,.0098724,1466.796,.0146102,1
4102,"Pine Bluff",168122,5,"Arkansas","AR",.2659341,.219697,.1604938,.1481481,.3736018,.2971576,.3225806,.3149171,.58215964,.6859504,.74193549,.82222223,19.59213,9446.6998,2.216879,.2000691,.1218351,.135741,-.8166277,77.465044,81.552991,62.811432,75.84236,61.601843,90.127779,.0459956,.0420323,.0476794,.2375423,.37095,.2184061,.08256,.4442,-.92264574,52.45298,42.08908,2.065762,.0703849,-.0722819,.0227973,.5477696,.2086003,1.569324,.0072268948,.0128240207,34.09088,.3960035,27098.61,72296.75926,5.002205,17.998966,-15.88165,.0091064,13.84896,2088.63,-.0412678,36.63725,.3169288,.0101355,1369.618,.0154404,1
4103,"El Dorado",89373,5,"Arkansas","AR",.2793734,.254902,.2091503,.1007194,.3540541,.2433333,.1768707,.1818182,.56703913,.73287672,.75675678,.84962404,18.81892,8978.5243,2.090419,.208099,.1114122,.1353846,-.3725258,81.726197,83.539284,68.241331,74.304822,58.299427,70.900822,.0221457,.023424,.0229192,.0933336,.35495,.1887474,.09389,.49518,-.21225491,67.22053,34.36385,1.111074,.0577693,-.0661909,.0371991,.5621301,.2722701,.9602575,.008537254,.0130352567,29.13975,.436969,30514.27,68361.38692,4.7253557,16.560445,-9.727983,.0054867,13.15668,1244.45,-.0692945,37.579,.2704004,.0099023,1389.883,.0128945,1
4200,"Little Rock",630854,5,"Arkansas","AR",.2972408,.2406312,.1785497,.1104566,.2914508,.2428039,.245614,.1983968,.58534324,.72034818,.81842107,.85751027,17.94136,9339.4419,1.02907,.1637313,.1187299,.1289331,-.0649102,80.25417,82.600605,69.905363,75.022447,65.616153,64.210562,.0726473,.0648321,.0766673,.2781138,.36688,.1218566,.11732,.5049,-.04735735,57.68307,20.67546,2.061491,.0406127,.2267147,.3473369,.6632895,.1139406,2.296303,.0200727902,.0177759038,135.77,.2925001,36101.2,114554.682,5.3646824,17.403529,-9.09216,.006978,23.76846,4960.86,-.1135496,37.99,.2465989,.0090528,1686.617,.0166927,1
4301,"Stuttgart",40542,5,"Arkansas","AR",.1894737,.1794872,.2142857,.1153846,.402439,.4210526,.3846154,.4230769,.48421052,.69230771,.85714287,.57692307,20.20456,9709.324,1.797001,.20326,.1166805,.1251136,-.442669,86.121382,84.704912,64.902735,78.07195,57.440957,96.623883,.0180924,.0228579,.015463,.1133922,.34854,.1970336,.09649,.47431,-.36749741,65.76637,24.89024,.9027675,.0476882,-.1617839,-.0462667,.57775,.2001415,.4231382,.0122095605,.0162054166,18.09046,.5289947,30499.94,70817.37719,4.6728395,15.863876,-12.25434,.0128819,10.48598,,,39.83075,.2744706,.0056485,1426.595,.0134976,1
4302,"Searcy",94324,5,"Arkansas","AR",.2857143,.1740413,.1346154,.0955414,.2751843,.2229102,.3032258,.1854305,.53944021,.72897196,.7682119,.86842108,20.51108,10421.24,1.026294,.1863347,.1142504,.116128,-.7738613,84.135802,80.909676,64.354166,79.049536,55.96167,103.55466,.0269893,.0253674,.0290038,.1350294,.34588,.1587654,.08856,.51408,-.74224194,61.04809,8.767652,1.661295,.0558204,.1268891,.3469885,.5950115,.1833537,1.231117,.0194330181,.0200267164,41.84521,.4212119,28364.96,82890.89369,4.5325458,17.108798,3.539932,.0070126,13.78961,5684.06,.0590741,41.313,.1966913,.0064035,1251.84,.0116559,1
4401,"Corbin",144931,21,"Kentucky","KY",.3777533,.2919132,.2404372,.1310345,.341573,.2880324,.2372881,.2198582,.47401774,.65795207,.75449103,.83823532,19.02409,11609.249,-.6142463,.1554672,.0798383,.1198685,-1.308913,81.671909,83.560848,53.411946,84.738546,55.595506,142.12326,.0283786,.0255241,.0248995,.1053509,.37666,.2847472,.13431,.47547,-1.4618113,50.68757,1.282679,.7265526,.0586188,.1560354,.3298231,.4922809,.1639418,.6529838,.0065203442,.0059131587,83.55791,.3448248,22044.17,86538.09744,6.0147108,16.713384,-2.237019,.0161044,10.45749,10136,.0275834,39.0955,.2007874,.0023459,1163.926,.0093803,.2
4402,"Richmond",116256,21,"Kentucky","KY",.4059406,.2864865,.2,.1060606,.2979798,.2555556,.2857143,.2903226,.51955307,.6392405,.75999999,.80701756,19.40465,10207.625,1.567822,.1880759,.1141538,.1316389,-.3155924,82.127649,87.293173,60.377928,81.388164,61.332745,92.040384,.0506054,.0470205,.0575821,.1052819,.34484,.2064958,.0778,.50869,-1.3284847,41.27615,2.739644,.8085604,.0543545,.2391916,.480663,.5941269,.2046377,.9990737,.0198957473,.0159045555,85.57852,.3499787,25663.87,103825.1791,5.9322905,15.890095,-.1567879,-.0026519,16.17142,1728.76,.0668838,38.85325,.2050258,.0076211,1205.431,.0133128,.2
4501,"West Liberty",49887,21,"Kentucky","KY",.3605072,.3133333,.1530612,.1868132,.3314815,.3058419,.3617021,.2183908,.53027141,.69230771,.76086956,.78160918,18.42541,11199.492,.9943837,.1839736,.0999977,.1299162,-2.28843,82.472024,83.996936,50.333012,81.836431,43.843264,183.29383,.0111309,.0094812,.0097048,.1574551,.34402,.3287424,.16386,.45629,-1.2892047,21.39435,1.978471,.5833183,.0788186,.0125639,.166387,.4234694,.1377693,.4533237,.003908834,.0069557199,33.09937,.2946136,20801.63,65331.75248,6.7842424,14.831427,-5.551585,.0298478,8.630826,3750,-.1763683,38.44575,.1986945,.0023318,1271.852,.0092911,.2
4502,"Hazard",117919,21,"Kentucky","KY",.4122191,.256579,.2389706,.1538462,.3381818,.2839674,.2781955,.3181818,.45537189,.69184291,.77049178,.80838323,18.44113,13094.39,.9119443,.1907113,.1008204,.1216089,-2.892393,82.337595,81.676877,45.930794,75.892784,50.98521,217.40934,.0139384,.0110074,.011205,.0957294,.35045,.3029364,.09422,.50149,-1.3478979,35.14446,1.365344,.5673386,.0684978,-.1526433,-.0341604,.4214072,.0581184,.4734195,.0035448062,.0061737294,61.91233,.3150889,20987.14,59172.37819,6.4418161,15.17781,-7.906068,.0103452,8.56391,1610.46,-.0047999,42.679,.1917449,.0025304,1263.873,.0105937,.2
4601,"Campbellsville",83451,21,"Kentucky","KY",.3743842,.3333333,.1931818,.1607143,.3061225,.2242152,.255814,.2,.50785339,.7230047,.85714287,.8214286,21.8333,11973.976,.2467611,.159383,.10372,.121725,-1.319312,84.325007,82.57274,57.954931,77.520418,56.195748,137.63419,.0103294,.0070215,.0104181,.0670128,.3091,.2178994,.08527,.52428,-.49900086,63.65532,2.427772,.9203005,.0560928,.0983285,.2138126,.5706365,.2315264,1.033979,.0064229308,.0064828462,50.13665,.4042495,26922.56,81943.23449,5.7455738,15.50204,.8185197,.0056358,10.1067,9291.53,.0488094,41.917,.1906754,.0059915,1624.228,.0091337,.2
4602,"Somerset",123981,21,"Kentucky","KY",.3583815,.2684085,.1853933,.1692308,.2983508,.2273839,.2151163,.2109375,.52827138,.704,.72151899,.86440676,20.06141,10801.062,2.222545,.1851419,.1193069,.1493266,-.7208443,84.469762,84.450448,61.739464,83.199785,55.462666,119.89547,.0211837,.0158969,.0239841,.0467136,.34972,.2328125,.11635,.48002,-1.140307,53.83406,.825933,.8783604,.0711144,.1582788,.3562036,.5287137,.2477431,.7772186,.005823473,.0062832208,54.41942,.3718999,24891.55,84935.53988,5.8143764,16.584803,-2.443403,.0104389,8.740731,1150,-.0282029,39.055,.1913426,.0044059,1270.797,.0121247,.2
4701,"Greenwood",84168,28,"Mississippi","MS",.2369792,.1693989,.2087912,.1919192,.4082192,.2833333,.2555556,.2959184,.52072537,.59239131,.76923078,.79000002,21.75138,11244.537,1.227362,.1487926,.1090974,.1549623,-.7461219,86.086363,84.352616,64.338722,68.455126,57.071683,84.84535,.0454371,.0430663,.0472755,.2232873,.40161,.2685252,.13772,.37759,-.76446792,47.44796,52.71481,1.243941,.0774364,-.0179909,.0497632,.5468919,.2276564,.8948916,.0083642239,.0128195989,41.09166,.4349828,25756.36,79393.73839,4.4806049,18.452564,-17.14452,.0422883,13.88733,2746,.030302,35.5705,.3807887,.0086018,2172.377,.0162208,0
4702,"Clarksdale",141711,28,"Mississippi","MS",.2564576,.2429907,.2012195,.1584158,.3707224,.3355049,.3,.1969697,.57670981,.66043615,.81097561,.83168316,22.06556,10272.943,.7247893,.1572136,.1041574,.1376963,-1.15188,83.533602,82.789018,60.856616,73.933562,51.403203,100.32919,.021607,.0216368,.0232992,.1406819,.39089,.2761223,.12888,.37292,-.76081555,44.44538,47.9377,.9921601,.0647296,.019181,.1471329,.5525163,.1750484,1.098357,.0134569652,.0162513849,41.86016,.410059,25221.86,84235.07542,4.2944768,18.490688,-17.67537,-.0005083,17.40265,2889.11,.2104029,34.24675,.3565924,.0082774,1928.174,.0155589,0
4800,"Greenville",146833,28,"Mississippi","MS",.2292162,.1754808,.1675978,.1395349,.4359606,.3309003,.2727273,.2440476,.55344421,.70263791,.78212291,.80346823,20.53335,11041.315,2.763494,.2154728,.116164,.1463393,-1.373351,87.503208,79.176833,60.390585,64.589225,54.004514,89.834079,.0464035,.0419807,.0527998,.2184724,.4133,.3101434,.11211,.31364,-1.0512486,37.27364,65.83261,1.056983,.0889462,-.1026523,-.0126109,.5338187,.187699,.6542605,.0074097785,.0141044588,46.83915,.4975943,23168.96,72728.47781,4.3444093,18.695393,-20.08202,.0111936,15.71993,1419.25,-.0138093,33.6105,.4336813,.012,1800.082,.0173896,0
4901,"Jackson",198166,47,"Tennessee","TN",.3041825,.2254902,.175,.1062992,.3818898,.2915601,.2604167,.2601626,.48355898,.71321696,.76410258,.82936507,16.16465,10182.394,.7290881,.1514369,.1055614,.1408428,.1670444,83.932835,87.422075,65.073112,83.440507,62.253461,78.075616,.0647912,.0623441,.0662512,.2231708,.34493,.146653,.12857,.52575,-.25140455,56.96638,27.35686,1.6794,.0602807,.1288037,.2462039,.6142797,.2587352,1.677462,.0158654865,.0152548873,83.22785,.366459,31754.46,100662.5921,4.9654463,,-8.155142,-.0086267,15.06989,6395.61,-.0196639,37.32325,.2694692,.0079358,3443.536,.0204128,0
