gnd,pctile,year,count,hh_inc,le_agg,le_raceadj,sd_le_agg,sd_le_raceadj
"M",1,2001,387717,428.6913,72.87766,73.35743,.3082988,.3066218
"M",1,2002,398266,442.6572,71.43374,71.93658,.2758658,.2757201
"M",1,2003,406375,418.7205,71.53559,72.02927,.2836276,.2849177
"M",1,2004,412934,383.1861,72.48225,72.95515,.282825,.2818988
"M",1,2005,418273,363.4149,72.08122,72.55158,.2817064,.283001
"M",1,2006,422996,344.673,72.16613,72.63754,.2748202,.2775602
"M",1,2007,427004,347.8254,71.95733,72.42124,.2681032,.2684939
"M",1,2008,431397,354.8525,72.19738,72.66363,.2684272,.2698909
"M",1,2009,439684,137.5935,67.86212,68.34338,.1790074,.1852624
"M",1,2010,439970,306.6287,72.45297,72.92625,.2697978,.269278
"M",1,2011,437087,315.7079,72.72598,73.18105,.2921119,.2913973
"M",1,2012,438091,337.337,72.23067,72.67403,.2696337,.2689374
"M",1,2013,434750,310.4432,72.66498,73.09408,.2767081,.2773916
"M",1,2014,417799,266.6822,72.94975,73.3642,.2840725,.2819748
"M",2,2001,388434,1812.652,73.65693,74.05668,.3346602,.3333656
"M",2,2002,399162,1846.372,73.1964,73.60024,.3194767,.3170391
"M",2,2003,407187,1772.414,73.4204,73.81692,.30984,.3075283
"M",2,2004,413991,1668.514,74.30957,74.68957,.3222114,.3181983
"M",2,2005,419264,1568.366,74.344,74.71933,.3138469,.3112136
"M",2,2006,423869,1477.425,73.94599,74.32788,.31314,.3090563
"M",2,2007,427829,1502.291,73.80051,74.17897,.3145918,.3111272
"M",2,2008,432430,1529.374,74.43753,74.80945,.323718,.320463
"M",2,2009,441263,1055.728,72.734,73.13699,.2848138,.2819142
"M",2,2010,440634,1409.002,73.77048,74.1694,.2988852,.2975699
"M",2,2011,437900,1469.798,73.93415,74.31793,.3049456,.3000969
"M",2,2012,438696,1567.515,74.13493,74.5051,.312034,.307814
"M",2,2013,435121,1413.877,74.91801,75.26115,.3098812,.3048229
"M",2,2014,418371,1238.094,74.73748,75.07225,.3066854,.305738
"M",3,2001,388806,3565.657,74.87743,75.19542,.3523516,.3475491
"M",3,2002,399735,3615.688,74.75042,75.06475,.3363911,.3320509
"M",3,2003,407805,3480.69,74.49932,74.81683,.3410715,.337232
"M",3,2004,414392,3307.198,75.46944,75.76892,.3306451,.3281104
"M",3,2005,419671,3141.998,75.5206,75.81613,.3383053,.3330098
"M",3,2006,424218,2978.117,75.3063,75.60576,.3248784,.3207759
"M",3,2007,428295,3024.633,76.32607,76.60175,.3320163,.3282094
"M",3,2008,432776,3073.033,75.07262,75.37613,.317049,.3129599
"M",3,2009,442005,2521.067,74.4865,74.80789,.3107948,.3066263
"M",3,2010,441045,2882.588,75.0979,75.42056,.3236858,.3175348
"M",3,2011,438168,3021.116,75.83411,76.1324,.3238877,.3187969
"M",3,2012,438872,3155.578,75.11756,75.41748,.3385426,.333244
"M",3,2013,435583,2892.419,75.36175,75.63953,.3201026,.3161869
"M",3,2014,418624,2594.412,74.8942,75.17023,.3214934,.31633
"M",4,2001,388917,5390.286,76.21598,76.45756,.3618537,.356792
"M",4,2002,399979,5443.718,75.32404,75.57499,.3479997,.3431637
"M",4,2003,408098,5256.223,75.38882,75.63776,.3420102,.3386541
"M",4,2004,414650,5011.139,75.07251,75.32592,.3356064,.332176
"M",4,2005,420010,4803.471,75.76252,76.00235,.3406382,.3354133
"M",4,2006,424887,4593.222,76.27095,76.50198,.3414325,.3365059
"M",4,2007,428674,4658.144,75.95012,76.18141,.3432799,.3382026
"M",4,2008,433271,4717.533,75.45986,75.70475,.3403288,.3345844
"M",4,2009,442424,4073.72,75.34172,75.59786,.3233048,.3175891
"M",4,2010,441471,4401.78,75.75974,76.02502,.3609521,.3553592
"M",4,2011,438326,4657.593,76.48367,76.71645,.3286565,.3235877
"M",4,2012,438813,4784.356,75.5779,75.81474,.3311828,.326863
"M",4,2013,435648,4487.576,75.81239,76.03316,.3425401,.3367342
"M",4,2014,418849,4123.654,76.07006,76.27165,.3288358,.3231343
"M",5,2001,389147,7185.191,75.99704,76.19734,.3877161,.3819017
"M",5,2002,400131,7239.889,75.9395,76.13613,.3739314,.3669163
"M",5,2003,408321,7003.193,75.81294,76.01042,.3559816,.3491611
"M",5,2004,414871,6701.397,76.17518,76.36608,.3710748,.3643272
"M",5,2005,420083,6463.423,76.06823,76.26006,.3723463,.3669105
"M",5,2006,424898,6223.267,76.35442,76.5384,.3518598,.3465497
"M",5,2007,428805,6301.394,76.13216,76.31972,.3549342,.3501142
"M",5,2008,433353,6364.616,76.58663,76.76401,.3387267,.3328022
"M",5,2009,442727,5642.055,75.46836,75.67837,.3310248,.3254894
"M",5,2010,441823,5923.48,75.8963,76.11375,.3513649,.3461355
"M",5,2011,438597,6220.098,75.88898,76.09412,.346768,.341084
"M",5,2012,438598,6313.28,76.03119,76.2156,.3427187,.3378759
"M",5,2013,436032,6014.314,75.637,75.81259,.3351222,.3298554
"M",5,2014,418986,5652.463,76.43353,76.58533,.3606832,.3541922
"M",6,2001,389394,8907.836,75.22976,75.40827,.3759342,.3698307
"M",6,2002,400506,8958.142,76.22757,76.3822,.3623619,.3561295
"M",6,2003,408434,8681.445,75.78054,75.94499,.3667173,.3601226
"M",6,2004,415116,8336.858,76.62128,76.77157,.3842685,.3765938
"M",6,2005,420376,8069.207,76.78921,76.9338,.3677467,.3611979
"M",6,2006,424983,7823.557,76.10011,76.25566,.3707536,.3654768
"M",6,2007,428994,7900.311,76.85792,76.99855,.3615678,.3536047
"M",6,2008,433679,7970.144,76.29168,76.4446,.3657665,.3585623
"M",6,2009,442705,7214.318,75.66375,75.83481,.3374407,.3299883
"M",6,2010,441914,7421.103,76.79381,76.95723,.3529979,.3461413
"M",6,2011,438427,7655.505,76.08273,76.2482,.3668069,.3593288
"M",6,2012,438303,7705.732,75.95563,76.10306,.3462794,.340199
"M",6,2013,435900,7428.848,75.85822,75.99701,.3355932,.3288544
"M",6,2014,419355,7135.86,76.85049,76.96155,.3733787,.3666802
"M",7,2001,389405,10583.81,75.90416,76.04295,.3865182,.3795001
"M",7,2002,400476,10627.74,75.35297,75.49642,.3815956,.374771
"M",7,2003,408656,10317.37,76.65601,76.77751,.3832877,.3765247
"M",7,2004,415225,9917.338,76.23253,76.36263,.3682683,.3616534
"M",7,2005,420336,9618.334,76.06803,76.19826,.3670474,.3601733
"M",7,2006,425136,9366.295,76.01175,76.14717,.3792707,.3729221
"M",7,2007,429190,9445.198,76.57878,76.70039,.3767819,.3699226
"M",7,2008,433774,9513.458,76.31244,76.4405,.3611503,.355175
"M",7,2009,443028,8727.427,75.92229,76.06132,.3581077,.3497596
"M",7,2010,441958,8876.825,76.66105,76.79564,.3489032,.3419013
"M",7,2011,438317,9014.421,76.38556,76.51885,.368276,.3612153
"M",7,2012,438739,9054.061,76.45135,76.56554,.3448914,.3378327
"M",7,2013,436299,8792.223,76.22279,76.32501,.3636511,.3561323
"M",7,2014,419160,8562.374,76.07063,76.16685,.3671879,.3599207
"M",8,2001,389493,12200.1,74.89476,75.03204,.4003395,.394951
"M",8,2002,400566,12231.99,75.58298,75.69817,.3955608,.3887311
"M",8,2003,408737,11900.21,75.66893,75.78896,.3727725,.3666714
"M",8,2004,415226,11452.31,76.18808,76.29636,.3823977,.3754976
"M",8,2005,420508,11125.86,76.21482,76.32032,.3658326,.3579192
"M",8,2006,425341,10878.88,76.28709,76.39645,.3804739,.3737902
"M",8,2007,429172,10944.43,76.18123,76.28604,.3700461,.3622507
"M",8,2008,433754,11007.81,75.7789,75.89373,.3560111,.3499278
"M",8,2009,442966,10168.09,75.39,75.51836,.3322201,.3252125
"M",8,2010,441850,10279.78,76.20638,76.33781,.3507902,.3442782
"M",8,2011,438577,10280.51,77.18462,77.27716,.3758476,.3696811
"M",8,2012,438275,10288.25,75.31429,75.42873,.3539268,.3468667
"M",8,2013,436079,10002.72,75.54102,75.64054,.3593498,.3506665
"M",8,2014,419340,9818.317,77.10268,77.16553,.361641,.3551385
"M",9,2001,389520,13762.13,75.28786,75.39853,.3987949,.3913512
"M",9,2002,400606,13790.99,74.77155,74.8868,.3841516,.3791875
"M",9,2003,408670,13441.49,75.45103,75.55401,.3940673,.3863372
"M",9,2004,415392,12950.64,75.9223,76.0187,.3912648,.3833712
"M",9,2005,420564,12598.42,75.576,75.68073,.3854606,.3779614
"M",9,2006,425264,12366.32,76.10766,76.20093,.382686,.3756277
"M",9,2007,429304,12431.67,76.73116,76.80639,.380929,.3742087
"M",9,2008,433860,12501.38,75.71721,75.82087,.3739685,.3666141
"M",9,2009,443017,11614.63,76.15377,76.24635,.3612208,.3548667
"M",9,2010,442241,11677.43,76.94061,77.03851,.3647906,.3569075
"M",9,2011,438528,11518.9,76.54889,76.63971,.3695565,.3620794
"M",9,2012,438525,11519.23,76.15455,76.23019,.3594546,.3517713
"M",9,2013,436102,11222.33,76.85343,76.9017,.362962,.3553968
"M",9,2014,419396,11072.6,77.33914,77.36907,.3615882,.3540494
"M",10,2001,389602,15247.28,75.71196,75.80004,.4125758,.4049695
"M",10,2002,400750,15269.28,75.55721,75.64079,.3976509,.3912969
"M",10,2003,408983,14916.29,75.59128,75.67998,.3914274,.3839606
"M",10,2004,415477,14407.42,76.39568,76.47195,.3990596,.392306
"M",10,2005,420548,14045.92,76.12143,76.19822,.3721924,.3653753
"M",10,2006,425396,13834.93,76.33506,76.40678,.3797689,.3724549
"M",10,2007,429403,13898.78,76.16261,76.23975,.3914841,.3829273
"M",10,2008,433808,13971.8,76.79255,76.85672,.3708741,.3644939
"M",10,2009,443166,13069.54,75.82519,75.91582,.3652399,.3578406
"M",10,2010,442285,13056.99,77.17207,77.24522,.3637184,.3569358
"M",10,2011,438776,12764.4,77.39796,77.45324,.3829333,.3747301
"M",10,2012,439399,12755.43,76.33392,76.38828,.3705246,.3625006
"M",10,2013,436467,12468.94,76.68613,76.73061,.3865925,.378286
"M",10,2014,419436,12354.64,76.58675,76.62132,.3750651,.366634
"M",11,2001,389825,16668.04,75.73566,75.81016,.4011268,.3956439
"M",11,2002,400760,16696.11,75.25014,75.32892,.3952606,.3886912
"M",11,2003,408955,16326.65,75.83517,75.90243,.4038326,.3965027
"M",11,2004,415504,15793.08,76.52439,76.58398,.3838672,.3769244
"M",11,2005,420704,15434.77,76.04778,76.11888,.3806645,.3736067
"M",11,2006,425518,15247.51,75.86479,75.93903,.4015667,.3933046
"M",11,2007,429496,15306.62,76.2326,76.29317,.3945272,.3871152
"M",11,2008,433768,15374.68,76.16432,76.22338,.374841,.3677884
"M",11,2009,443253,14476.15,76.19734,76.27042,.3562602,.3487731
"M",11,2010,442269,14373.41,77.22584,77.28256,.3818982,.3749639
"M",11,2011,438764,13960.4,76.66222,76.71562,.3856472,.376505
"M",11,2012,439685,13936.57,76.86391,76.89924,.3789595,.3706433
"M",11,2013,436423,13647.33,77.09547,77.11639,.3935001,.3849956
"M",11,2014,419685,13575.91,77.22723,77.23501,.3903282,.3812147
"M",12,2001,389676,18064.42,75.50373,75.57592,.3953877,.3887583
"M",12,2002,400760,18100.59,75.88965,75.94749,.4003917,.3948033
"M",12,2003,409187,17714.55,75.53703,75.60077,.4016882,.3947428
"M",12,2004,415529,17139.57,76.79469,76.83822,.398142,.3920431
"M",12,2005,420829,16776.59,76.18685,76.23978,.3903331,.3832379
"M",12,2006,425513,16607.33,75.89755,75.9597,.3868062,.378634
"M",12,2007,429490,16664.97,76.62375,76.66554,.3750157,.3675017
"M",12,2008,434132,16736.96,76.63394,76.68432,.3920812,.3843582
"M",12,2009,443243,15835.21,77.59202,77.63103,.3920393,.3834181
"M",12,2010,442366,15648.98,75.68719,75.77592,.3673531,.3600245
"M",12,2011,439006,15107.72,77.41605,77.44482,.4014185,.3931205
"M",12,2012,439601,15073.48,76.82681,76.84956,.3745042,.3661025
"M",12,2013,436428,14790.68,76.08916,76.11098,.3752516,.3657905
"M",12,2014,419551,14760.01,77.47226,77.47012,.403762,.3937786
"M",13,2001,389773,19427.76,76.02225,76.08081,.4241468,.4166924
"M",13,2002,401028,19468.09,75.69205,75.75,.4040712,.3961173
"M",13,2003,409067,19068.99,75.53687,75.59808,.4035705,.3954253
"M",13,2004,415676,18462.97,76.6654,76.70948,.3868804,.3797066
"M",13,2005,420839,18087.7,76.14754,76.20111,.3885981,.3814258
"M",13,2006,425621,17936.28,77.17702,77.20924,.3997591,.3924302
"M",13,2007,429828,17986.66,76.74304,76.77876,.372281,.3653673
"M",13,2008,434207,18059.98,76.41528,76.46559,.3892399,.3817961
"M",13,2009,443567,17169.45,76.8493,76.89613,.3817084,.3740067
"M",13,2010,442484,16900.91,77.03812,77.09483,.3920082,.3830036
"M",13,2011,439146,16246.72,76.62559,76.66629,.3797786,.372572
"M",13,2012,439677,16195.42,76.61098,76.63624,.3827924,.3733179
"M",13,2013,436598,15909.17,77.78483,77.77283,.3889865,.3803388
"M",13,2014,419922,15908.35,77.41215,77.41947,.4127855,.4036775
"M",14,2001,390023,20764.43,75.32233,75.3946,.4088902,.4033994
"M",14,2002,400958,20809.52,75.67515,75.73788,.4008347,.3926982
"M",14,2003,409209,20396.59,75.79734,75.85602,.4144579,.4072442
"M",14,2004,415791,19758.79,75.44132,75.51122,.3969029,.3881646
"M",14,2005,420853,19373.41,77.15563,77.19496,.4185904,.4101571
"M",14,2006,425800,19239.97,76.8624,76.90552,.3847373,.3767408
"M",14,2007,429588,19280.43,77.92857,77.9468,.4023543,.3939304
"M",14,2008,434241,19346.85,76.50207,76.55184,.3912811,.3831764
"M",14,2009,443504,18457.14,76.88944,76.94163,.3908298,.3819756
"M",14,2010,442630,18118.17,77.33781,77.39214,.4144198,.4055568
"M",14,2011,439101,17373.37,77.10529,77.14149,.4086578,.3997867
"M",14,2012,439827,17295.88,77.25258,77.27673,.39423,.3846463
"M",14,2013,436548,17003.21,77.31182,77.32395,.3988426,.3897104
"M",14,2014,419784,17020.66,77.89029,77.88358,.4195377,.4094938
"M",15,2001,389992,22079.66,76.65805,76.70869,.421256,.4134976
"M",15,2002,401137,22126.58,75.98958,76.04813,.4035864,.3964755
"M",15,2003,409298,21699.68,76.73491,76.77795,.4179236,.4102536
"M",15,2004,415812,21034.09,75.8941,75.95695,.390664,.3831213
"M",15,2005,421086,20633.95,76.91183,76.95802,.4046049,.3970304
"M",15,2006,425640,20516.36,76.56805,76.62704,.4135378,.4052449
"M",15,2007,429912,20543.79,78.00651,78.02865,.4140478,.4059974
"M",15,2008,434370,20610.72,76.91346,76.96246,.416609,.4078815
"M",15,2009,443480,19721.01,76.63446,76.69424,.3738665,.3660882
"M",15,2010,442698,19324.98,77.44876,77.49986,.3981677,.3895405
"M",15,2011,439116,18479.17,76.72845,76.77697,.383389,.3753607
"M",15,2012,439541,18384.92,77.1965,77.21713,.3850449,.3761955
"M",15,2013,436647,18084.67,76.89438,76.91652,.3917585,.3825672
"M",15,2014,419934,18124.76,77.69956,77.71208,.4125775,.4035045
"M",16,2001,390053,23373.53,76.11256,76.17644,.4345873,.4266913
"M",16,2002,401135,23421.42,76.52893,76.58029,.4120751,.403236
"M",16,2003,409417,22975.24,77.13747,77.17811,.424828,.4163364
"M",16,2004,415933,22288.48,77.11084,77.16249,.4311997,.4230295
"M",16,2005,421150,21875.87,76.56139,76.61597,.402363,.3947104
"M",16,2006,425820,21771.19,77.53687,77.57568,.4230896,.414411
"M",16,2007,429814,21787.25,77.617,77.64787,.3943351,.3868387
"M",16,2008,434424,21850.24,77.41311,77.44949,.4075006,.3992547
"M",16,2009,443630,20966.1,77.54428,77.59048,.3949221,.3870248
"M",16,2010,442753,20512.7,77.45066,77.50436,.3930653,.3845832
"M",16,2011,439380,19571.62,77.11177,77.15112,.3957945,.3876231
"M",16,2012,439705,19467.6,77.20152,77.23076,.4004826,.3916758
"M",16,2013,436661,19166.06,77.08691,77.10402,.3873609,.378225
"M",16,2014,418880,19215.12,77.29051,77.30252,.4016461,.3929069
"M",17,2001,390081,24652.55,76.09872,76.16898,.4351928,.428018
"M",17,2002,401340,24697.75,76.58409,76.63557,.4338802,.4253187
"M",17,2003,409359,24231.51,76.77175,76.82217,.4144634,.4068053
"M",17,2004,415996,23525.03,76.81326,76.87139,.4242429,.4170321
"M",17,2005,421064,23101.41,77.33864,77.38705,.4243761,.4154757
"M",17,2006,425963,23015.05,78.2151,78.24354,.4182403,.4096045
"M",17,2007,430030,23014.09,77.58382,77.62437,.4192578,.4113221
"M",17,2008,434516,23077.94,78.38879,78.40765,.4176464,.4096242
"M",17,2009,443626,22195.51,77.70858,77.75754,.3974804,.3895288
"M",17,2010,442714,21679.93,78.05128,78.10333,.4196969,.4111049
"M",17,2011,439400,20658.34,77.57372,77.61078,.4020905,.3930196
"M",17,2012,439715,20536.98,77.00034,77.0406,.4067052,.3973715
"M",17,2013,436656,20239.33,77.75871,77.77528,.4122085,.4036653
"M",17,2014,419318,20295.69,78.40351,78.39888,.4271348,.4178899
"M",18,2001,390177,25916.7,76.47387,76.54317,.4532097,.4441275
"M",18,2002,401252,25957.45,76.95354,77.00759,.4371475,.4286493
"M",18,2003,409370,25470.52,76.37706,76.43835,.422237,.4145549
"M",18,2004,416072,24744.71,77.2024,77.25388,.4347068,.4264364
"M",18,2005,421291,24308.95,77.26151,77.31526,.434435,.4260954
"M",18,2006,425980,24244,77.21561,77.26675,.4465436,.4379974
"M",18,2007,429952,24230.66,77.45538,77.49852,.4189242,.4102971
"M",18,2008,434505,24294.34,77.44382,77.48882,.4006729,.392547
"M",18,2009,443846,23419.23,77.85356,77.89578,.3875565,.3797544
"M",18,2010,442819,22838.21,76.84065,76.92516,.4292441,.4200401
"M",18,2011,439300,21737.61,77.48573,77.5309,.4304944,.4213166
"M",18,2012,440027,21594.42,77.46873,77.50636,.4190849,.4096602
"M",18,2013,436751,21302.22,77.21006,77.23429,.4015932,.3920856
"M",18,2014,419287,21366.89,77.64799,77.66654,.4310612,.4218249
"M",19,2001,390174,27169.31,77.01768,77.07804,.4632143,.4553092
"M",19,2002,401448,27209.75,76.69605,76.75624,.4159758,.408718
"M",19,2003,409577,26696.71,77.24271,77.29419,.4323785,.4251938
"M",19,2004,416102,25951.43,78.40843,78.44284,.4405257,.4320156
"M",19,2005,421238,25504.59,76.90191,76.96708,.4312871,.4225066
"M",19,2006,426056,25459.08,77.64132,77.69486,.4384203,.4291348
"M",19,2007,429956,25435.29,77.67348,77.71497,.4186044,.4105822
"M",19,2008,434547,25499.22,78.72291,78.74689,.4277306,.4190289
"M",19,2009,443856,24631.61,78.05797,78.10468,.3977007,.3887577
"M",19,2010,442907,23991.78,78.17783,78.23068,.4233744,.4145522
"M",19,2011,439516,22812.38,78.32653,78.35603,.421285,.4127142
"M",19,2012,440142,22643.28,77.79603,77.82157,.409711,.400848
"M",19,2013,436826,22353.98,77.117,77.14745,.4067732,.3978602
"M",19,2014,419782,22432.63,78.88493,78.87794,.4224416,.4135532
"M",20,2001,390329,28410.81,76.80627,76.87611,.4477434,.4393856
"M",20,2002,401358,28452.61,77.84444,77.88873,.4439843,.4358279
"M",20,2003,409469,27910.93,77.31935,77.37232,.4571135,.4473551
"M",20,2004,416073,27148.2,77.09496,77.15572,.4434853,.4344994
"M",20,2005,421280,26687.85,77.99327,78.03824,.4489296,.4407862
"M",20,2006,426212,26661.44,77.68241,77.73146,.4414904,.4322118
"M",20,2007,430146,26626.21,78.94583,78.96856,.4273011,.4190927
"M",20,2008,434784,26689.52,78.15115,78.18615,.4326771,.4244851
"M",20,2009,443855,25830.54,77.40178,77.46033,.4096732,.401391
"M",20,2010,442862,25136.96,78.7368,78.77995,.4128145,.4049661
"M",20,2011,439536,23879.97,78.01921,78.05936,.4104612,.4012867
"M",20,2012,440052,23688.89,78.84792,78.86485,.4265833,.4179719
"M",20,2013,436965,23399.95,78.01437,78.0351,.4349852,.4256968
"M",20,2014,420181,23487.97,79.14194,79.13511,.4263909,.417487
"M",21,2001,390266,29647.18,77.08343,77.15626,.4677828,.4597137
"M",21,2002,401563,29690.51,77.46293,77.52137,.4670478,.4591527
"M",21,2003,409687,29114.97,77.35973,77.42129,.4521649,.4437216
"M",21,2004,416314,28336.06,77.49751,77.56122,.4504786,.4420957
"M",21,2005,421384,27862.52,78.0458,78.09856,.4531418,.4441061
"M",21,2006,426269,27852.02,78.06083,78.11008,.4345968,.4266768
"M",21,2007,430141,27804.07,78.86595,78.89875,.4260822,.4181388
"M",21,2008,434703,27874.04,78.01587,78.06763,.4546395,.4447924
"M",21,2009,443999,27021.63,77.99204,78.05322,.4162767,.407902
"M",21,2010,442890,26278.42,78.5043,78.56588,.430665,.4218033
"M",21,2011,439669,24948.12,77.84006,77.89263,.418878,.4095877
"M",21,2012,440386,24736.06,78.54411,78.57626,.4401782,.4311443
"M",21,2013,437105,24453.84,78.45633,78.48131,.4323383,.4227787
"M",21,2014,420229,24546.89,78.9921,79.00067,.4517955,.4425913
"M",22,2001,390369,30880.56,77.81705,77.88116,.4477602,.4391945
"M",22,2002,401630,30921.96,77.13282,77.20631,.4370878,.4299262
"M",22,2003,409771,30314.47,77.70943,77.77475,.4495119,.441033
"M",22,2004,416365,29516.52,77.96256,78.02379,.4508532,.4424094
"M",22,2005,421206,29033.02,77.94473,78.00854,.445185,.4377569
"M",22,2006,426235,29035.74,77.97073,78.03523,.4557196,.4464501
"M",22,2007,430149,28977.46,78.53368,78.58308,.4332476,.4237561
"M",22,2008,434751,29048.37,78.02083,78.08162,.4366696,.4277544
"M",22,2009,443989,28205.62,78.24909,78.3116,.412785,.4035932
"M",22,2010,443091,27414.77,78.58343,78.65063,.4206015,.4119419
"M",22,2011,439720,26020.65,79.03405,79.06933,.4269149,.4180672
"M",22,2012,440244,25791.61,78.94755,78.97561,.4296575,.4206733
"M",22,2013,437023,25513.03,78.65115,78.67469,.4195213,.4103255
"M",22,2014,420287,25607.36,79.27292,79.2924,.4396158,.4302127
"M",23,2001,390413,32107.5,76.83279,76.92936,.4581085,.4509451
"M",23,2002,401592,32149.57,77.87767,77.94907,.4756501,.4678054
"M",23,2003,409808,31510.38,77.52352,77.59964,.4387344,.4319434
"M",23,2004,416299,30689.71,77.95224,78.02323,.4440503,.4349511
"M",23,2005,421592,30193.53,78.22991,78.30081,.4613415,.4520514
"M",23,2006,426362,30213.62,78.08249,78.15329,.4607448,.4518864
"M",23,2007,430351,30144.94,78.83897,78.89692,.4578773,.4483412
"M",23,2008,434658,30212.77,78.16042,78.23206,.451101,.4424405
"M",23,2009,444056,29383.26,78.43893,78.51288,.4193904,.4106531
"M",23,2010,443080,28548.28,78.67165,78.74846,.4208505,.4112084
"M",23,2011,439841,27097.46,79.09132,79.14449,.446962,.4375913
"M",23,2012,440195,26852.88,78.23367,78.29478,.4325897,.4232607
"M",23,2013,437253,26584.13,78.93353,78.95853,.4165494,.4075461
"M",23,2014,420353,26671.17,78.6964,78.73029,.4553639,.445148
"M",24,2001,390489,33327.54,78.12651,78.21006,.4840922,.4755438
"M",24,2002,401664,33371.05,77.47761,77.56716,.4678016,.4578912
"M",24,2003,409684,32702.1,77.59529,77.68207,.4500781,.4428568
"M",24,2004,416262,31859.63,79.06597,79.12894,.4715459,.4624405
"M",24,2005,421510,31354.46,78.59434,78.66666,.4454042,.4362648
"M",24,2006,426287,31384.83,79.20382,79.2646,.4531364,.4440301
"M",24,2007,430416,31306.16,79.39989,79.46106,.476019,.4660923
"M",24,2008,435087,31370.21,78.61938,78.6888,.432631,.4240565
"M",24,2009,444091,30555.83,79.23863,79.3093,.4512182,.441694
"M",24,2010,443277,29680.08,79.31699,79.38728,.4264359,.4180226
"M",24,2011,439824,28179.23,79.08728,79.15135,.4643558,.4542371
"M",24,2012,440418,27921.71,79.49408,79.54276,.4379105,.42821
"M",24,2013,437237,27660.75,78.86903,78.91481,.4384883,.4292402
"M",24,2014,420282,27742.22,79.52679,79.56281,.4590966,.4494709
"M",25,2001,390388,34545.32,77.77672,77.87322,.4677913,.4601592
"M",25,2002,401544,34590.52,78.3548,78.43563,.4789105,.4690461
"M",25,2003,409754,33890.4,78.47544,78.55751,.4424316,.433639
"M",25,2004,416301,33025.95,77.68306,77.77966,.4632393,.4534123
"M",25,2005,421569,32509.18,77.95941,78.05469,.4790381,.4692876
"M",25,2006,426379,32548.1,78.8256,78.90706,.4653743,.4550926
"M",25,2007,430353,32457.97,79.492,79.55583,.4552201,.4458436
"M",25,2008,434918,32529.08,78.82461,78.90168,.4525049,.4427029
"M",25,2009,444272,31722.79,78.80157,78.89108,.4569447,.4475241
"M",25,2010,443158,30808.45,78.38061,78.48788,.449647,.440349
"M",25,2011,439915,29268.55,78.98491,79.05381,.4172957,.4086989
"M",25,2012,440366,28998.33,79.15997,79.21935,.4682061,.4578241
"M",25,2013,437254,28741.22,79.0948,79.14855,.4358492,.4264413
"M",25,2014,420438,28809.68,79.4629,79.50677,.4688242,.4582429
"M",26,2001,390576,35763.6,78.66219,78.74802,.4759902,.4665346
"M",26,2002,401673,35810.82,77.31228,77.41722,.4956177,.4872884
"M",26,2003,409818,35075.47,78.15425,78.24429,.4775131,.4680044
"M",26,2004,416370,34191.82,78.37611,78.46644,.4757479,.4662515
"M",26,2005,421561,33662.05,78.58882,78.67552,.4590803,.4496612
"M",26,2006,426322,33709.72,78.47753,78.56635,.464581,.4548101
"M",26,2007,430466,33614.93,79.65733,79.72223,.4662453,.4573763
"M",26,2008,435027,33690.49,78.58585,78.67658,.4544396,.4464188
"M",26,2009,444301,32890.56,78.45524,78.55412,.4368533,.4283922
"M",26,2010,443169,31937.35,79.46597,79.54718,.429798,.4206892
"M",26,2011,439781,30360.31,79.44346,79.51045,.4375424,.4282082
"M",26,2012,440400,30077.84,78.88242,78.95703,.4684107,.4588898
"M",26,2013,437269,29821.15,79.01709,79.08472,.4424383,.4325968
"M",26,2014,420441,29874.45,79.37971,79.42934,.4704652,.4601209
"M",27,2001,390597,36981.92,78.02321,78.12381,.4792128,.4708914
"M",27,2002,401697,37027.86,78.05993,78.15511,.4686691,.4601076
"M",27,2003,409847,36262.55,78.19816,78.29146,.4835113,.4756158
"M",27,2004,416614,35355.75,77.51025,77.62355,.4625691,.4540992
"M",27,2005,421633,34811.31,79.53027,79.59997,.4434931,.4337815
"M",27,2006,426503,34875.23,79.02549,79.11422,.4553026,.4466464
"M",27,2007,430371,34775.35,79.87442,79.94009,.4660375,.4565768
"M",27,2008,434993,34852.06,78.6427,78.73631,.4815855,.4714152
"M",27,2009,444256,34055.75,79.01704,79.10648,.4539118,.4441377
"M",27,2010,443334,33070.15,79.42651,79.51564,.4512092,.4423279
"M",27,2011,439998,31456.18,79.10928,79.19062,.4513021,.4419701
"M",27,2012,440503,31160.87,79.91463,79.97415,.4503249,.4407978
"M",27,2013,437424,30904.9,78.99557,79.06565,.4570104,.4469979
"M",27,2014,420466,30938.95,79.00851,79.07733,.4807876,.4702922
"M",28,2001,390595,38199.64,77.91518,78.02307,.5048045,.4947275
"M",28,2002,402033,38247.78,77.89069,77.9904,.4800415,.4717441
"M",28,2003,409982,37451.82,79.1588,79.23643,.4578329,.448937
"M",28,2004,416491,36519.51,78.58543,78.6797,.4734501,.4645664
"M",28,2005,421701,35966.91,79.52818,79.60548,.472691,.4625234
"M",28,2006,426473,36045.4,79.52306,79.60348,.4791695,.4698517
"M",28,2007,430531,35934.86,79.86351,79.93884,.4827702,.4726927
"M",28,2008,435198,36016.2,78.86587,78.95724,.4735834,.4648012
"M",28,2009,444266,35225.16,78.92071,79.02094,.4583486,.4492951
"M",28,2010,443326,34203.35,79.55602,79.64678,.459107,.4499379
"M",28,2011,439951,32558.72,79.99017,80.06218,.43518,.4261822
"M",28,2012,440535,32248.49,78.93201,79.01521,.453703,.4443414
